,VISIT_AREA_NM,output,tourist_id,weighted_similarity,tourist_x,tourist_address_x,theme2,star,Like,scrap,telephone_x,소개,주요목적,평균 소요 시간,상세 정보,경사도(난이도),X_COORD,Y_COORD,요금 정보,편의시설,장소 특성,평일_시작,평일_끝,주말_시작,주말_끝,category,category_match,score
955,,,CNTS_000000000022390,0.6714421354595083,병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,"['해변', '걷기', '자연경관']",,0.0,12.0,(+82) --,주상절리 사이로 아담한 해변을 품고 있는 병악현무암지대,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6714421354595083
956,,,CONT_000000000500672,0.6713966252469017,핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 산록남로 863,"['골프', '액티비티', '체험', '레저/체험', '어트랙션', '럭셔리트래블인제주']",4.0,2.0,0.0,(+82) 064-792-5200,한국 골프장을 대표하는 세계적인 골프장,,1.569672131147541,"계절별 이용 시간 다름 / 매월 세 번째 화요일(단, 동절기 휴장일은 두 번째, 네 번째 화요일)",,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,자연관광지,0.0,0.6713966252469017
957,,,CONT_000000000500359,0.6713962386178377,세미오름,제주특별자치도 제주시 아라동 산 24-2,"['부모', '커플', '혼자', '친구', '아이', '오름', '자연경관', '도보여행', '도보', '어린이']",,0.0,2.0,(+82),"뒤로는 한라산, 앞으로는 제주시내를 품고 있는 삼의양오름",,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6713962386178377
959,,,CONT_000000000500391,0.6713682905494974,스프링데일CC,제주특별자치도 서귀포시 남원읍 서성로 459번지,"['골프', '액티비티', '체험', '레저/체험', '어트랙션', '무장애관광']",,0.0,3.0,(+82) 064-800-8000,"해발400고지에 위치, 여름에는 시원하고 겨울에는 따듯한 기온의 골프장",,1.569672131147541,연중무휴,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,06:30:00,14:30:00,06:30:00,14:30:00,자연관광지,0.0,0.6713682905494974
960,,,CNTS_000000000019077,0.6713429149917942,추자등대,제주특별자치도 제주시 추자면 영흥리 77-3,"['등대', '경관/포토', '맑음', '가을', '포토스팟']",5.0,0.0,7.0,(+82) --,추자 10경의 하나로 상추자도 전경이 조망되는 곳,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6713429149917942
961,,,CNTS_000000000021033,0.671333935795538,예초리해변,제주특별자치도 제주시 추자면 예초리,"['해변', '경관/포토', '커플', '혼자', '맑음', '자연경관', '포토스팟']",,0.0,5.0,(+82) --,작은예초작지,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.671333935795538
962,,,CNTS_200000000007916,0.6712667523243254,핸즈웍스,제주특별자치도 제주시 한림읍 귀덕로 78,"['가죽공방', '핸드메이드', '체험관광', '체험', '어트랙션']",,0.0,19.0,(+82) 010-2542-5326,"손으로 만든 모든 것, 핸즈웍스 가죽공방",,1.8,연락 후 방문,,,,,무료 WIFI,,11:00:00,18:19:00,11:00:00,18:19:00,테마파크,0.0,0.6712667523243254
963,,,CONT_000000000500562,0.6712444640586533,제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196,"['웰니스', '힐링', '명상', '테마공원', '부모', '가족', '반려동물', '반려동물동반입장', '힐링여행', '반려동물동반_관광지', '무장애관광']",,2.0,18.0,(+82) 064-799-7720,제주를 호흡하고 명상하는 곳,,1.569672131147541,"이용 시간: 09:00~18:00 연중무휴 / 소형견, 중형견, 대형견 입장가능 / 관광지 내 카페 동반 입장 불가 / 동물보호법에 따라 목줄 또는 가슴줄 길이 2미터 이내로 유지 배변봉투 필수",,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,09:00:00,18:00:00,09:00:00,18:00:00,자연관광지,0.0,0.6712444640586533
964,,,CNTS_000000000019986,0.6712160067942506,소천지,제주특별자치도 서귀포시 칠십리로485번길 2,"['해변', '경관/포토', '가을', '자연경관', '포토스팟']",5.0,5.0,272.0,(+82) --,백두산 천지를 축소시켜 놓은 곳,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6712160067942506
965,,,CNTS_200000000015189,0.6711806603336393,뷰 제주하늘,제주특별자치도 서귀포시 성산읍 서성일로 397,['체험'],,0.0,0.0,(+82) 064-784-3631,말과 함께 오름을 걷는 특별한 경험,,1.0,승마 체험 시 16시 전까지 방문 필수,중,126.8328619,33.41316254,유료,,실외,09:00:00,16:30:00,09:00:00,16:30:00,자연관광지,0.0,0.6711806603336393
966,,,CNTS_300000000012686,0.6711350154524823,옵데가 바이 에퀴녹스,제주특별자치도 제주시 한림읍 협재10길 4,"['반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_숙소']",,0.0,0.0,(+82) 0507-1400-1747,옵데가 바이 에퀴녹스는 협재해수욕장을 도보로 이용할 수 있는 곳에 있어 반려동물과 물놀이를 즐기고 함께 하룻밤을 편안하게 보낼 수 있는 곳이다.,,1.569672131147541,"소형견 입장가능 / 방문 전 사전 협의 / 배변판, 식기세트, 반려견 방석, 반려견 욕조 구비 / 반려동물 잔디시설",,,,,"공용주차장,화장실,무료 WIFI",,,,,,자연관광지,0.0,0.6711350154524823
967,,,CNTS_300000000016091,0.6711332754665468,나드 보컬 스튜디오,제주특별자치도 제주시 중앙로 234-1,"['노래', '레슨', '보컬', '입시', '오디션', '취미', '가수', '러닝홀리데이인제주']",,0.0,0.0,(+82) 0507-1437-7586,직접 부르는 노래로 제주 휴가를 특별하게 보낼 수 있는 나드 보컬 스튜디오,,1.8,"매주 일요일, 공휴일 정기휴무/ 전화, DM 문의",,,,"유료,프로그램별 상이",,,13:00:00,22:00:00,10:00:00,18:00:00,테마파크,0.0,0.6711332754665468
968,,,CNTS_000000000021514,0.6711214103604926,용수항,제주특별자치도 제주시 한경면 용수리,"['문화유적지', '일몰', '해변', '혼자', '친구', '커플', '올레', '역사유적']",5.0,1.0,9.0,(+82) --,"어촌마을의 소규모 포구, 용수항",,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6711214103604926
969,,,CNTS_000000000020247,0.6711136022220913,협자연대,제주특별자치도 서귀포시 성산읍 고성리 57-1,"['문화유적지', '문화관광', '역사유적', '어트랙션']",,0.0,9.0,(+82) 064-760-2505,성산읍 고성리에 위치한 제주특별자치도 기념물 제23-2호 협자연대,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6711136022220913
970,,,CNTS_300000000015833,0.6710940368055646,곱뜨락아띠 향수공방,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,"['체험관광', '청년', '서귀포', '안덕면', '사계리', '향수체험', '향수공방']",,0.0,0.0,(+82) 010-9145-0002,고급스럽고 개성 넘치는 니치향수 체험,,1.5,,하,,,유료,공용주차장,실내,10:00:00,20:00:00,10:00:00,20:00:00,"전시회, 박물관 등 문화시설",0.0,0.6710940368055646
971,,,CONT_000000000500438,0.6709042542201228,에코랜드 테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,"['제주여행', '제주도동쪽코스', '곶자왈', '테마공원', '어린이', '야간개장', '기차', '야외관광지', '우수관광사업체']",5.0,73.0,2182.0,(+82) 064-802-8000,"기차를 타고 감상하는 곶자왈, 원시림 테마공원","체험,포토스팟,공연/전시,기타",1.5,"12월~2월: 첫차 08:30, 막차 16:30 / 3월~11월: 첫차 08:30, 막차 19:50, 야간운영 18:10~21:50(마지막 입장 20:40)",상,126.6702787,33.44833873,"유료,성인 16,000원 / 청소년 13,000원 / 어린이 11,000원 / 경로 14,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",실외,08:30:00,21:50:00,08:30:00,21:50:00,테마파크,0.0,0.6709042542201228
972,,,CNTS_000000000022681,0.6709021308632335,생이기정,제주특별자치도 제주시 한경면 용수리 산 60,"['일몰', '해변', '걷기/등산', '맑음', '가을', '자연경관']",5.0,6.0,27.0,(+82) --,올레 12코스에 위치한 절벽길,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6709021308632335
973,,,CNTS_000000000020124,0.6708506451215761,용담/용두암 해안도로,제주특별자치도 제주시 서해안로 687-8,"['밤', '해변', '드라이브', '커플', '맑음', '가을', '자연경관']",5.0,15.0,394.0,(+82) --,"용두암 인근 해변에 위치, 호텔, 횟집거리등 밀집되어있음",,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6708506451215761
974,,,CNTS_300000000016081,0.6707469084478348,슬리핑라이언,제주특별자치도 서귀포시 안덕면 화순서동로 151,"['휴식/힐링', '휴식/치유', '트레킹', '자연', '러닝홀리데이', '곶자왈', '오름', '러닝홀리데이인제주', '2023_관광10선_가을']",,0.0,1.0,(+82) 010-6350-0032,머릿속을 비우고 오감을 깨우는 제주 트레킹,,1.5,"홈페이지 사전예약 필수, 이용시간은 홈페이지 확인",,,,"유료,1인 3만 5천원",,실외,,,,,자연관광지,0.0,0.6707469084478348
975,,,CONT_000000000500162,0.6705714247766833,두산봉,제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,"['커플', '친구', '일출', '봄', '오름', '자연경관', '도보여행', '도보', '반려동물', '반려동물동반입장', '반려동물동반_오름', '반려동물동반_자연', '반려동물동반_관광지']",5.0,3.0,27.0,(+82) 064-782-3180,올레1코스의 마스코트 두산봉,,1.569672131147541,"소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수",,,,,,,,,,,자연관광지,0.0,0.6705714247766833
976,,,CONT_000000000500652,0.6705079415876428,토끼섬,제주특별자치도 제주시 구좌읍 하도리,"['도보', '휴식', '부모', '친구', '커플', '혼자', '안개/흐림', '맑음', '봄', '여름', '가을', '겨울', '중/장년', '청년', '노년', '자연경관', '섬속의섬']",5.0,2.0,60.0,(+82) 064-710-6656,우리나라 유일의 문주란 자생지,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6705079415876428
977,,,CNTS_000000000018503,0.670408354970414,톨칸이,제주특별자치도 제주시 우도면 연평리 1732-1,"['커플', '친구', '혼자', '경관/포토', '해변', '자연경관', '포토스팟']",5.0,1.0,53.0,(+82) --,소의 여물통을 닮은 톨칸이해변,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.670408354970414
978,,,CONT_000000000500503,0.6703687489187321,이랜드뮤지엄,제주특별자치도 제주시 한림해안로 530,"['실내', '테마공원', '아이', '비.눈', '사계절', '실내관광지', '어트랙션', '무장애관광']",,2.0,27.0,(+82) 064-796-9600,세계 최고가품인 오스카트로피 및 아카데미시상식 수상작들의 영화소품을 전시하는 박물관,,1.4776119402985075,매주 금~월요일 정기휴무,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,09:00:00,17:00:00,09:00:00,17:00:00,"전시회, 박물관 등 문화시설",0.0,0.6703687489187321
979,,,CNTS_300000000012856,0.6703618919933284,하모돌고래투어,제주특별자치도 서귀포시 대정읍 최남단해안로 120,"['대정', '돌고래투어']",,0.0,6.0,(+82) 010-2980-5105,드넓은 바다에서 헤엄치는 멋진 돌고래를 볼 수 있는 투어,,1.569672131147541,연중무휴,,,,,,,09:00:00,19:00:00,09:00:00,19:00:00,자연관광지,0.0,0.6703618919933284
980,,,CNTS_200000000007279,0.6702678382676224,막숙,제주특별자치도 서귀포시 막숙포로37번길 2,"['맑음', '휴식/힐링', '여름', '용천수', '물놀이', '자연경관']",1.0,2.0,67.0,(+82),법환포구 옆 자연 용천수가 흐르는 숨은 명소,물놀이,1.569672131147541,,,,,무료,공용주차장,,,,,,자연관광지,0.0,0.6702678382676224
981,,,CNTS_000000000019566,0.6702363140355896,수산저수지,제주특별자치도 제주시 애월읍 수산리 1,"['경관/포토', '휴식/힐링', '자연경관', '포토스팟']",5.0,0.0,18.0,(+82) --,높다란 곰솔나무가 지켜주는 저수지,,1.569672131147541,연중무휴,,,,,,,,,,,자연관광지,0.0,0.6702363140355896
982,,,CNTS_300000000012681,0.6699730604470566,황금빅버거,제주특별자치도 서귀포시 남원읍 516로 918,"['황금빅버거', '피자', '돈가스', '감자튀김', '샐러드']",,0.0,1.0,(+82) 064-733-6298,서귀포시 남원읍에 있는 황금빅버거는 이국적인 풍경을 갖춘 예이츠산장 옆에 위치해있다.,,1.8,"소형견, 중형견, 대형견 입장가능 / 반려동물 실내 입장 시 케이지 또는 안고 출입 / 대형견 입장 시 실외(테라스)만 입장 가능",,,,,"공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,09:30:00,19:00:00,09:30:00,19:00:00,테마파크,0.0,0.6699730604470566
983,,,CNTS_200000000015165,0.6697603683829524,제이홀스클럽,제주특별자치도 제주시 월산남길 284,"['제주시', '중산간', '승마', '이색체험', '러닝홀리데이인제주']",,0.0,0.0,(+82) 0507-1323-3608,공항에서 차로 20분 거리에 위치해 있는 승마장,,1.0,"화~일 10:00~18:00(사전 예약 필수), 야간 예약 가능(오후 8시까지)",중,,,유료,,실내+실외,10:00:00,18:00:00,10:00:00,18:00:00,레저스포츠,0.0,0.6697603683829524
984,,,CONT_000000000500746,0.6697583745747262,제주민속식품,제주특별자치도 제주시 구좌읍 번영로 2178,"['특산품', '체험관광', '6차산업', '쇼핑', '관광기념품', '상점/상가']",5.0,0.0,18.0,(+82) 064-782-1500,"꿩엿, 전복엿 등 다양한 제주 건강식품 제조 및 판매",,1.4776119402985075,연중무휴 / 체험 사전 예약 필수,,,,,,,,,,,"전시회, 박물관 등 문화시설",0.0,0.6697583745747262
985,,,CNTS_300000000016082,0.6696848716111263,블랙벨트 태권도장,제주특별자치도 제주시 정존5길 9 2층,"['태권도', '운동', '연동', '발차기', '기술', '러닝홀리데이인제주']",,0.0,0.0,(+82) 0507-1330-4902,심신을 단련하고 나를 재정비하는 휴가를 보낼 수 있는 블랙벨트 태권도장,,1.5,매주 주말 정기휴무/ 어린이부터 성인까지 수련 가능한 프로그램 운영,,,,"유료,프로그램별 상이",,,,,,,레저스포츠,0.0,0.6696848716111263
986,,,CONT_000000000501154,0.6696343181543987,리치망고,제주특별자치도 제주시 애월읍 애월해안로 272,"['스페셜망고쉐이크', '망고라떼', '수제망고코코넛잽', '망고코코넛쿠키', '카페', '망고', '음식', '망고스무디', '망고에이드', '망고주스', '무장애관광']",4.0,36.0,624.0,(+82) 070-4243-5959,제주 애월에 런칭하여 제주 전역으로 확장한 망고음료카페,,1.569672131147541,"동절기(10월~3월) 매일 10:00 - 18:30 / 하절기(4월~9월) 매일 10:00 - 20:00 / 소형견, 중형견, 대형견 입장가능 / 반려동물 내부 이용 시 펫티켓 준수 / 반려동물 알러지 보유 손님 있을 경우 내부 이용 불가",,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,10:00:00,18:30:00,10:00:00,18:30:00,자연관광지,0.0,0.6696343181543987
987,,,CNTS_000000000020030,0.6696091601143308,아이리스촬영지,제주특별자치도 서귀포시 표선면,"['등대', '경관/포토', '친구', '커플', '맑음', '포토스팟']",,6.0,78.0,(+82) --,"이병헌, 김태희 주연의 KBS 인기드라마 아이리스의 촬영지",,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6696091601143308
988,,,CNTS_200000000012671,0.6695693654025602,카페 라라라,제주특별자치도 제주시 구좌읍 해맞이해안로 1430,"['구좌당근', '당근주스', '당근케이크', '세화해변', '세화카페', '음식', '케이크', '에스프레소', '아메리카노', '카페라떼', '카푸치노', '카라멜라떼', '그린티라떼', '라떼', '아이스초코', '핫초코', '에이드', '얼그레이', '다즐링', '자스민티', '캐모마일', '페퍼민트', '차']",,0.0,2.0,(+82) 0507-1328-0464,"세화 해수욕장에 위치한 카페 라라라는 드넓은 해변을 바라보며 예쁜 사진도 남기고, 맛있는 음료와 디저트까지 누릴 수 있는 콧노래가 절로 나는 감성 카페이다.",,1.569672131147541,"소형견, 중형견, 대형견 입장가능 / 반려동물 동반입장 시 안고있거나 리드줄, 유모차, 케이지 사용 필수 / 중형견 및 대형견은 리드줄 짧게 이용",,126.8579788,33.52487059,,,,10:00:00,21:00:00,10:00:00,21:00:00,자연관광지,0.0,0.6695693654025602
989,,,CNTS_200000000015182,0.6695430570944829,런닝맨,제주특별자치도 서귀포시 중문관광로 42,"['서귀포', '중문', '이색체험', '런닝맨']",,0.0,7.0,(+82) 064-805-0888,인기 예능프로그램의 주인공이 되는 체험,,1.5,,하,,,유료,,실내+실외,10:00:00,19:00:00,10:00:00,19:00:00,테마파크,0.0,0.6695430570944829
990,,,CNTS_000000000019747,0.6695245366004062,쉼한모금,제주특별자치도 서귀포시 산록남로 1258,"['아이', '흐림', '봄', '어린이', '녹차', '녹차밭', '반려동물', '반려동물동반입장', '반려동물동반_관광지']",5.0,2.0,193.0,(+82) 064-738-4433,하늘과 바다가 맞닿은 지상최고의 전망과 신이 연출한 대자연 속 녹차미로공원에서 차한잔의 여유를 즐겨보자.,,1.569672131147541,"이용시간: 동절기(10~1월) 09:30~17:30(입장마감), 하절기 09:00~18:00, 소형견, 중형견, 대형견 입장 가능 / 동물보호법에 따라 목줄 또는 가슴줄 2미터 이내로 유지 / 배변봉투 필수 / 대형견 입마개 필수",,,,"유료,성인 9,000원, 소인 8,000원 *차와 다식 포함","공용주차장,현금결제,카드결제,화장실,무료 WIFI",,09:00:00,18:00:00,09:00:00,18:00:00,자연관광지,0.0,0.6695245366004062
991,,,CNTS_300000000015869,0.6695232902957232,일레븐프리다이빙 제주센터,제주특별자치도 서귀포시 색달로 8,"['서귀포', '색달동', '프리다이빙', '이색체험']",,0.0,0.0,(+82) 0507-1308-6353,바다를 유영하는 색다른 다이빙 체험,,2.5,,중,,,유료,,실내+실외,00:00:00,00:00:00,00:00:00,00:00:00,레저스포츠,0.0,0.6695232902957232
992,,,CNTS_000000000020139,0.6695161617059975,제주레일바이크,제주특별자치도 제주시 구좌읍 용눈이오름로 641,"['제주도관광', '제주도놀거리', '레일바이크', '어트랙션', '제주체험', '제주동쪽가볼만한곳', '제주어린이체험', '액티비티']",5.0,28.0,945.0,(+82) 064-783-0033,스릴과 힐링! 제주의 대자연을 달리고 체험하는 제주레일바이크,체험,1.0,동절기(11~2월) 09:00 ~ 17:00/ 하절기(3~10월) 09:00 ~ 17:30 / 소형견 동반가능 / 가슴에 안거나 케이지에 넣어 이동 / 배변봉투 필수,하,126.8369456,33.46462116,"유료,입장료: 2인승 30,000원, 3인승 40,000원, 4인승 48,000원 (홈페이지 예약 3,000원 할인), 장애인할인 30%","공용주차장,현금결제,카드결제,화장실,편의점",실외,09:00:00,17:30:00,09:00:00,17:30:00,레저스포츠,0.0,0.6695161617059975
993,,,CONT_000000000500223,0.6694389713375178,밧돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-1,"['부모', '커플', '혼자', '친구', '아이', '맑음', '오름', '자연경관', '도보여행', '도보', '어린이']",5.0,1.0,5.0,(+82) 064-783-4093,안돌오름과 연결되어 있는 오름,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6694389713375178
994,,,CNTS_300000000012847,0.6692307673976348,들랑,제주특별자치도 제주시 관덕로4길 14-1,"['삼도이동', '명상', '안전여행스탬프', '친구', '힐링']",,0.0,0.0,(+82) 0507-1356-0319,제주에서 명상을 경험하며 마음의 평온을 찾는 곳,,1.8,매주 일요일 휴무,,,,,,,09:00:00,20:00:00,09:00:00,20:00:00,테마파크,0.0,0.6692307673976348
995,,,CONT_000000000500362,0.6691693859998977,세화해안도로,제주특별자치도 제주시 구좌읍 구좌로,"['해변', '드라이브', '커플', '맑음', '여름']",4.0,2.0,136.0,(+82) 064-728-3394,아기자기함과 아름다움에 탄성이 나오는 해안도로,,1.569672131147541,,,,,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",,,,,,자연관광지,0.0,0.6691693859998977
996,,,CNTS_200000000007203,0.6690484364202618,송당나무,제주특별자치도 제주시 구좌읍 송당5길 68-140,"['카페', '커피', '디저트', '음식', '2022고메페스타', '에스프레소', '아메리카노', '라떼', '카라멜마끼아또', '핫초코', '홍차', '그린티', '얼그레이', '다즐링', '잉글리쉬브렉퍼스트', '블랙티', '허브티', '루이보스', '자스민티', '캐모마일', '차', '에이드', '레몬에이드', '자몽에이드', '유자차', '레몬생강차', '티라미수', '케이크']",,2.0,11.0,(+82) 010-9364-2819,비자림 인근에 위치한 송당나무는 넓은 정원과 꽃을 감상할 수 있는 가드닝 카페이다.,,1.569672131147541,"소형견, 중형견, 대형견 입장가능 / 반려동물 케이지, 전용 가방 동반 시 실내 입장 가능 / 대형견은 목줄 필수",,,,,"무료 WIFI,공용주차장",,10:00:00,17:00:00,10:00:00,17:00:00,자연관광지,0.0,0.6690484364202618
997,,,CNTS_000000000020301,0.6690359600306957,클럽나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,"['골프', '액티비티', '체험', '레저/체험', '어트랙션']",5.0,0.0,4.0,(+82) 064-793-9999,명성에 품격을 더한 회원제 골프장,,1.569672131147541,"매달 1, 3번째 월요일 휴무",,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,06:30:00,16:00:00,06:30:00,16:00:00,자연관광지,0.0,0.6690359600306957
998,,,CNTS_000000000021026,0.6689203661634533,상추자포구,제주특별자치도 제주시 추자면 대서리,"['포구', '해변', '문화유적지', '자연경관', '역사유적']",,0.0,0.0,(+82) --,상추자도 추자항에 위치한 포구,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6689203661634533
999,,,CONT_000000000500134,0.6689086423973176,대수산봉,제주특별자치도 서귀포시 성산읍 고성리 2039-1,"['부모', '아이', '친구', '커플', '혼자', '맑음', '오름', '자연경관', '도보여행', '도보', '어린이']",4.0,1.0,7.0,(+82),성산일출봉과 섭지코지가 아름답게 내려다 보이는 곳,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6689086423973176
1000,,,CNTS_000000000022030,0.6689015991390466,신천리,제주특별자치도 서귀포시 표선면 신천리,"['커플', '친구', '맑음', '경관/포토', '휴식/힐링', '해변', '도보여행', '도보', '포토스팟']",,0.0,9.0,(+82) --,바다속에 일직선의 길다란 골짜기가 형성되어 용궁으로 들어가는 문이라 하여 용궁올레,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6689015991390466
1001,,,CNTS_300000000012688,0.6687811797004666,제주애빛나다,제주특별자치도 제주시 한경면 고조로 492-6,"['독채펜션', '미니수영장', '잔디마당', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_숙소']",,0.0,0.0,(+82) 0507-1384-3462,"신비로운 자연과 함께 제주에 빛나는 시간, 노을이 아름다운 한경면에 위치한 민트색 독채펜션 제주애빛나다는 제주 자연을 그대로 느낄 수 있는 곳이다.",,1.569672131147541,"소형견 입장가능 / 반려견 동반 사전연락 필수 / 5kg 미만 한마리만 가능 (살균소독비 3만원) / 반려견 용품 개인 지참 / 반려동물 수영장, 반려동물 잔디시설",,,,,"공용주차장,화장실,무료 WIFI",,,,,,자연관광지,0.0,0.6687811797004666
1002,,,CONT_000000000500023,0.6687403237756954,갓전시관[갓전수교육관],제주특별자치도 제주시 조천읍 남조로 1904,"['실내', '미술/박물관', '부모', '비.눈', '사계절', '실내관광지', '어트랙션', '무장애관광', '공영관광지']",,1.0,9.0,(+82) 070-8656-6885,문화유산을 배우고 체험하는 공간,공연/전시,1.0,이용시간: (하절기)10:00~18:00 (동절기)10:00~17:00 *매주 일~월요일 및 국공휴일 정기 휴관,중,,,"무료,장애인 무료","공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",실내,10:00:00,18:00:00,10:00:00,18:00:00,"전시회, 박물관 등 문화시설",0.0,0.6687403237756954
1003,,,CNTS_300000000012888,0.6686953564262885,가시림,제주특별자치도 서귀포시 표선면 녹산로5번길 171 (가시리),"['포토스팟', '사진명소', '동백꽃', '감귤따기', '귤따기체험', '정원카페']",,0.0,2.0,(+82) 070-4281-0686,애기동백과 황금 메타세쿼이어 등 4000평 규모의 4계절을 누릴 수 있는 수목원,체험,1.5,"연중무휴, (카페)주문마감 16:30",하,,,"유료,일반 6,000원 / 도민, 청소년 4,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",실내+실외,09:00:00,17:00:00,09:00:00,17:00:00,자연관광지,0.0,0.6686953564262885
1004,,,CNTS_200000000007859,0.6686770615175486,게우지코지,제주특별자치도 서귀포시 하효동,"['커플', '혼자', '친구', '경관/포토', '올레', '자연경관', '포토스팟']",5.0,5.0,44.0,(+82),툭 튀어나온 암석 지형이 마치 전복의 내장을 닮았다 해서 이름 붙여진 곳,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6686770615175486
1005,,,CNTS_000000000021894,0.6686757069194922,장전리 벚꽃축제길,제주특별자치도 제주시 애월읍 광상로 403,"['걷기/등산', '경관/포토', '커플', '맑음', '봄', '봄꽃', '도보여행', '도보', '포토스팟', '어트랙션', '벚꽃']",5.0,4.0,59.0,(+82) --,봄 벚꽃소식과 함께 축제의 장이 열리는 장전리,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6686757069194922
1006,,,CNTS_200000000007310,0.6686237408393189,문화빳데리 충전소,제주특별자치도 서귀포시 중정로 76,"['미술/박물관', '사계절', '예술', '실내관광지', '어트랙션']",,0.0,1.0,(+82) 064-738-5855,서귀포올레시장과 이중섭거리 인근에 위치한 문화예술공간.,,1.4776119402985075,공연 일정 홈페이지 확인.,,,,유료,,,,,,,"전시회, 박물관 등 문화시설",0.0,0.6686237408393189
1007,,,CONT_000000000500259,0.6686198869605283,북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,"['부모', '커플', '혼자', '친구', '아이', '오름', '자연경관', '도보여행', '도보', '어린이']",4.0,0.0,5.0,(+82) 064-794-8722,안덕 곶자왈 지대에 위치한 북오름,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6686198869605283
1008,,,CNTS_200000000010075,0.6686176914597728,엔젤하우스 펜션,제주특별자치도 제주시 애월읍 신엄안3길 95,"['휴식/치유', '숙소', '공항', '조식', '정원', '반려동물보호소', '해안도로', '단체여행객', '반려동물', '반려동물동반입장', '숙박', '펜션', '반려동물동반_숙소']",,1.0,1.0,(+82) 010-3679-5869,제주 애월에 있는 애견동반가능한 넓은 정원의 아름다운 펜션이다.,,1.569672131147541,입실:16:00 퇴실:11:00 / 소형견 입장가능 / 반려견 동반 무료(8kg미만 가능),,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,자연관광지,0.0,0.6686176914597728
1009,,,CNTS_200000000007858,0.6685057530369017,월라봉,제주특별자치도 서귀포시 월라봉로 76-40,"['오름', '등산', '휴식', '자연경관', '언택트']",,0.0,4.0,(+82) 064-760-6400,서귀포시 신효동에 위치한 오름,,1.569672131147541,,,,,,,,,,,,자연관광지,0.0,0.6685057530369017
