명칭,전화번호,주소,위도,경도,주차 가능,조리 가능,픽업서비스,부대 시설,객실명,객실크기,기준인원,비수기주말최소,비수기주중최소,성수기,id
제주 스카브로호텔,064-738-1551,제주특별자치도 서귀포시 예래해안로 15,33.2341295039,126.369942449,가능,불가,불가,"SHORE LOUNGE(펍), TV, 드라이기, 목욕시설, 세면도구, 수영장, 욕조, 플레이룸",카사 풀빌라,49.0,2.0,693000.0,653758.2168777761,947699.4631292647,447
제주마중,010-8326-9116,제주특별자치도 제주시 한림읍 금능9길 10-1,33.3892546129,126.2303650085,불가,불가,불가,"드라이기, 바베큐장, 세면도구",라떼룸,8.0,2.0,70000.0,66036.18352300768,95727.21849790552,448
제주마중,010-8326-9116,제주특별자치도 제주시 한림읍 금능9길 10-1,33.3892546129,126.2303650085,불가,불가,불가,"드라이기, 바베큐장, 세면도구",모카룸,8.0,2.0,70000.0,66036.18352300768,95727.21849790552,449
제주마중,010-8326-9116,제주특별자치도 제주시 한림읍 금능9길 10-1,33.3892546129,126.2303650085,불가,불가,불가,"드라이기, 목욕시설, 바베큐장, 세면도구",비엔나룸,10.0,2.0,70000.0,66036.18352300768,95727.21849790552,450
제주마중,010-8326-9116,제주특별자치도 제주시 한림읍 금능9길 10-1,33.3892546129,126.2303650085,불가,불가,불가,"드라이기, 목욕시설, 바베큐장, 세면도구",초코룸,8.0,2.0,70000.0,66036.18352300768,95727.21849790552,451
제주마중,010-8326-9116,제주특별자치도 제주시 한림읍 금능9길 10-1,33.3892546129,126.2303650085,불가,불가,불가,"드라이기, 목욕시설, 바베큐장, 세면도구",카페룸,8.0,2.0,70000.0,66036.18352300768,95727.21849790552,452
제주마중,010-8326-9116,제주특별자치도 제주시 한림읍 금능9길 10-1,33.3892546129,126.2303650085,불가,불가,불가,"드라이기, 목욕시설, 바베큐장, 세면도구",허브룸,8.0,2.0,70000.0,66036.18352300768,95727.21849790552,453
랜딩관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, [메리어트관] 모실 수영장, [메리어트관] 스카이 온 파이브 다이닝(뷔페), 드라이기, 디 아일렛 라운지, 랜딩 델리, 랜딩 라운지, 르 쉬느아(중식당), 모실 피트니스<br>
[서머셋] 탐모라 수영장, 목욕시설, 서머셋 클럽하우스<br>
[신화관] 스카이 풀, 세면도구, 신화워터파크, 엠 라운지<br>
[서머셋] 성화정(중식당)<br>
[신화관] 신화테라스(동남아요리)<br>
[랜딩관] 랜딩 다이닝(뷔페), 제주선 더블랙(코스요리), 제주선(한식당), 취사용품, 코트야드<br>
[랜딩관] 플레이타임, 키즈앤패밀리 라운지, 탐모라 찜질방, 탐모라 피트니스, 피트니스센터",슈페리어 킹,27.0,2.0,175000.0,165090.4588075192,239318.0462447638,454
랜딩관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, [메리어트관] 모실 수영장, [메리어트관] 스카이 온 파이브 다이닝(뷔페), 드라이기, 디 아일렛 라운지, 랜딩 델리, 랜딩 라운지, 르 쉬느아(중식당), 모실 피트니스<br>
[서머셋] 탐모라 수영장, 목욕시설, 서머셋 클럽하우스<br>
[신화관] 스카이 풀, 세면도구, 신화워터파크, 엠 라운지<br>
[서머셋] 성화정(중식당)<br>
[신화관] 신화테라스(동남아요리)<br>
[랜딩관] 랜딩 다이닝(뷔페), 제주선 더블랙(코스요리), 제주선(한식당), 취사용품, 코트야드<br>
[랜딩관] 플레이타임, 키즈앤패밀리 라운지, 탐모라 찜질방, 탐모라 피트니스, 피트니스센터",슈페리어 트윈,27.0,2.0,175000.0,165090.4588075192,239318.0462447638,455
랜딩관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, [메리어트관] 모실 수영장, [메리어트관] 스카이 온 파이브 다이닝(뷔페), 드라이기, 디 아일렛 라운지, 랜딩 델리, 랜딩 라운지, 르 쉬느아(중식당), 모실 피트니스<br>
[서머셋] 탐모라 수영장, 목욕시설, 서머셋 클럽하우스<br>
[신화관] 스카이 풀, 세면도구, 신화워터파크, 엠 라운지<br>
[서머셋] 성화정(중식당)<br>
[신화관] 신화테라스(동남아요리)<br>
[랜딩관] 랜딩 다이닝(뷔페), 욕조, 제주선 더블랙(코스요리), 제주선(한식당), 취사용품, 코트야드<br>
[랜딩관] 플레이타임, 키즈앤패밀리 라운지, 탐모라 찜질방, 탐모라 피트니스, 피트니스센터",디럭스 킹,37.0,4.0,175000.0,165090.4588075192,239318.0462447638,456
랜딩관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, [메리어트관] 모실 수영장, [메리어트관] 스카이 온 파이브 다이닝(뷔페), 드라이기, 디 아일렛 라운지, 랜딩 델리, 랜딩 라운지, 르 쉬느아(중식당), 모실 피트니스<br>
[서머셋] 탐모라 수영장, 목욕시설, 서머셋 클럽하우스<br>
[신화관] 스카이 풀, 세면도구, 신화워터파크, 엠 라운지<br>
[서머셋] 성화정(중식당)<br>
[신화관] 신화테라스(동남아요리)<br>
[랜딩관] 랜딩 다이닝(뷔페), 욕조, 제주선 더블랙(코스요리), 제주선(한식당), 취사용품, 코트야드<br>
[랜딩관] 플레이타임, 키즈앤패밀리 라운지, 탐모라 찜질방, 탐모라 피트니스, 피트니스센터",디럭스 패밀리 트윈,37.0,4.0,175000.0,165090.4588075192,239318.0462447638,457
메리어트관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, 드라이기, 라 벨라 등)<br />
바&펍 (S BAR, 목욕시설, 바온탑 등), 사우나, 세면도구, 수영장, 스카이 온 파이브 다이닝 등)<br />
캐주얼 레스토랑 (화산, 시그니처 레스토랑 (르 쉬느아, 애월항포구횟집, 에스테틱&스파, 엠 라운지, 이자카야 안주, 제주선, 취사용품, 풍로 등)<br />
카페&스낵 (디 아일렛 라운지, 휘트니스 등",디럭스 킹,37.0,4.0,4000000.0,3773496.201314725,5470126.771308887,458
메리어트관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, 드라이기, 라 벨라 등)<br />
바&펍 (S BAR, 목욕시설, 바온탑 등), 사우나, 세면도구, 수영장, 스카이 온 파이브 다이닝 등)<br />
캐주얼 레스토랑 (화산, 시그니처 레스토랑 (르 쉬느아, 애월항포구횟집, 에스테틱&스파, 엠 라운지, 이자카야 안주, 제주선, 취사용품, 풍로 등)<br />
카페&스낵 (디 아일렛 라운지, 휘트니스 등",디럭스 트윈,37.0,4.0,4000000.0,3773496.201314725,5470126.771308887,459
메리어트관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, 드라이기, 라 벨라 등)<br />
바&펍 (S BAR, 목욕시설, 바온탑 등), 사우나, 세면도구, 수영장, 스카이 온 파이브 다이닝 등)<br />
캐주얼 레스토랑 (화산, 시그니처 레스토랑 (르 쉬느아, 애월항포구횟집, 에스테틱&스파, 엠 라운지, 이자카야 안주, 제주선, 취사용품, 풍로 등)<br />
카페&스낵 (디 아일렛 라운지, 휘트니스 등",프리미어 킹,40.0,4.0,4000000.0,3773496.201314725,5470126.771308887,460
메리어트관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, 드라이기, 라 벨라 등)<br />
바&펍 (S BAR, 목욕시설, 바온탑 등), 사우나, 세면도구, 수영장, 스카이 온 파이브 다이닝 등)<br />
캐주얼 레스토랑 (화산, 시그니처 레스토랑 (르 쉬느아, 애월항포구횟집, 에스테틱&스파, 엠 라운지, 이자카야 안주, 제주선, 취사용품, 풍로 등)<br />
카페&스낵 (디 아일렛 라운지, 휘트니스 등",디럭스 스위트,81.0,4.0,4000000.0,3773496.201314725,5470126.771308887,461
메리어트관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, 드라이기, 라 벨라 등)<br />
바&펍 (S BAR, 목욕시설, 바온탑 등), 사우나, 세면도구, 수영장, 스카이 온 파이브 다이닝 등)<br />
캐주얼 레스토랑 (화산, 시그니처 레스토랑 (르 쉬느아, 애월항포구횟집, 에스테틱&스파, 엠 라운지, 이자카야 안주, 제주선, 취사용품, 풍로 등)<br />
카페&스낵 (디 아일렛 라운지, 휘트니스 등",프리미어 트윈,40.0,4.0,4000000.0,3773496.201314725,5470126.771308887,462
메리어트관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, 드라이기, 라 벨라 등)<br />
바&펍 (S BAR, 목욕시설, 바온탑 등), 사우나, 세면도구, 수영장, 스카이 온 파이브 다이닝 등)<br />
캐주얼 레스토랑 (화산, 시그니처 레스토랑 (르 쉬느아, 애월항포구횟집, 에스테틱&스파, 엠 라운지, 이자카야 안주, 제주선, 취사용품, 풍로 등)<br />
카페&스낵 (디 아일렛 라운지, 휘트니스 등",프레지덴셜 스위트,121.0,4.0,4000000.0,3773496.201314725,5470126.771308887,463
메리어트관 제주신화월드 호텔 앤 리조트,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3050013908,126.3163621886,가능,불가,가능,"TV, 드라이기, 라 벨라 등)<br />
바&펍 (S BAR, 목욕시설, 바온탑 등), 사우나, 세면도구, 수영장, 스카이 온 파이브 다이닝 등)<br />
캐주얼 레스토랑 (화산, 시그니처 레스토랑 (르 쉬느아, 애월항포구횟집, 에스테틱&스파, 엠 라운지, 이자카야 안주, 제주선, 취사용품, 풍로 등)<br />
카페&스낵 (디 아일렛 라운지, 휘트니스 등",프리미어 스위트,81.0,2.0,4000000.0,3773496.201314725,5470126.771308887,464
서머셋 제주신화월드,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89(안덕면),33.3029183065,126.3175482431,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 취사용품, 클럽하우스, 탐모라 수영장, 탐모라 찜질방, 피트니스",패밀리 스위트 온돌,46.0,4.0,512250.0,483243.3572808669,700518.1096507442,465
서머셋 제주신화월드,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89(안덕면),33.3029183065,126.3175482431,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 취사용품, 클럽하우스, 탐모라 수영장, 탐모라 찜질방, 피트니스",패밀리 스위트,46.0,4.0,512250.0,483243.3572808669,700518.1096507442,466
서머셋 제주신화월드,1670-8800,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89(안덕면),33.3029183065,126.3175482431,가능,가능,불가,"TV, 드라이기, 목욕시설, 세면도구, 취사용품, 클럽하우스, 탐모라 수영장, 탐모라 찜질방, 피트니스",패밀리 스위트 레이싱룸,46.0,4.0,512250.0,483243.3572808669,700518.1096507442,467
엘린호텔 [한국관광 품질인증/Korea Quality],064-743-5600,제주특별자치도 제주시 은남1길 4,33.4893532766,126.4954452638,가능,불가,불가,"TV, pc, 드라이기, 목욕시설, 세면도구, 없음, 워케이션 공간",스탠다드 더블,9.0,2.0,70000.0,70000.0,70000.0,468
엘린호텔 [한국관광 품질인증/Korea Quality],064-743-5600,제주특별자치도 제주시 은남1길 4,33.4893532766,126.4954452638,가능,불가,불가,"TV, pc, 드라이기, 목욕시설, 세면도구, 없음, 워케이션 공간",슈페리어 트윈,10.0,2.0,70000.0,70000.0,70000.0,469
엘린호텔 [한국관광 품질인증/Korea Quality],064-743-5600,제주특별자치도 제주시 은남1길 4,33.4893532766,126.4954452638,가능,불가,불가,"TV, pc, 드라이기, 목욕시설, 세면도구, 없음, 워케이션 공간",디럭스 트윈,12.0,3.0,90000.0,90000.0,90000.0,470
엘린호텔 [한국관광 품질인증/Korea Quality],064-743-5600,제주특별자치도 제주시 은남1길 4,33.4893532766,126.4954452638,가능,불가,불가,"TV, pc, 드라이기, 목욕시설, 세면도구, 없음, 워케이션 공간",패밀리 스위트,18.0,4.0,150000.0,150000.0,150000.0,471
돈내코힐 리조트,010-7277-1439,제주특별자치도 서귀포시 돈내코로 180(상효동),33.3029335392,126.5785144865,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 취사용품, 흑돼지 식당",디럭스,30.0,2.0,140000.0,130000.0,180000.0,472
돈내코힐 리조트,010-7277-1439,제주특별자치도 서귀포시 돈내코로 180(상효동),33.3029335392,126.5785144865,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품, 흑돼지 식당",디럭스 스파,30.0,2.0,170000.0,160000.0,210000.0,473
돈내코힐 리조트,010-7277-1439,제주특별자치도 서귀포시 돈내코로 180(상효동),33.3029335392,126.5785144865,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품, 흑돼지 식당",스위트 스파,30.0,2.0,200000.0,190000.0,240000.0,474
돈내코힐 리조트,010-7277-1439,제주특별자치도 서귀포시 돈내코로 180(상효동),33.3029335392,126.5785144865,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품, 흑돼지 식당",프리미엄 스파,30.0,2.0,220000.0,210000.0,260000.0,475
돈내코힐 리조트,010-7277-1439,제주특별자치도 서귀포시 돈내코로 180(상효동),33.3029335392,126.5785144865,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 욕조, 취사용품, 흑돼지 식당",패밀리 스파,30.0,4.0,260000.0,250000.0,300000.0,476
도라미 휴양펜션(도라미 관광 휴양펜션),010-7565-3309,제주특별자치도 서귀포시 일주동로 8215(신효동),33.2602804051,126.6095210938,가능,불가,가능,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품, 휴게실",로얄스위트룸,35.0,4.0,175000.0,153000.0,239318.0462447638,477
도라미 휴양펜션(도라미 관광 휴양펜션),010-7565-3309,제주특별자치도 서귀포시 일주동로 8215(신효동),33.2602804051,126.6095210938,가능,불가,가능,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품, 휴게실",스위트룸,25.0,4.0,133000.0,123000.0,181881.7151460205,478
도라미 휴양펜션(도라미 관광 휴양펜션),010-7565-3309,제주특별자치도 서귀포시 일주동로 8215(신효동),33.2602804051,126.6095210938,가능,불가,가능,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 취사용품, 휴게실",더블룸,15.0,2.0,63000.0,55000.0,86154.49664811496,479
백패커스홈,010-7552-4002,제주특별자치도 서귀포시 중정로 24-7(서귀동),33.2470449521,126.5589896584,가능,불가,가능,"노래방, 드라이기, 목욕시설, 무료 다트게임, 보드게임 대여, 야외마당 상시 사용 가능, 있음",4인 도미토리,17.0,4.0,240000.0,240000.0,240000.0,480
백패커스홈,010-7552-4002,제주특별자치도 서귀포시 중정로 24-7(서귀동),33.2470449521,126.5589896584,가능,불가,가능,"노래방, 목욕시설, 무료 다트게임, 보드게임 대여, 세면도구, 야외마당 상시 사용 가능, 있음",6인 도미토리,17.0,6.0,20000.0,20000.0,20000.0,481
백패커스홈,010-7552-4002,제주특별자치도 서귀포시 중정로 24-7(서귀동),33.2470449521,126.5589896584,가능,불가,가능,"노래방, 목욕시설, 무료 다트게임, 보드게임 대여, 세면도구, 야외마당 상시 사용 가능, 있음",더블룸,17.0,2.0,45000.0,45000.0,45000.0,482
백패커스홈,010-7552-4002,제주특별자치도 서귀포시 중정로 24-7(서귀동),33.2470449521,126.5589896584,가능,불가,가능,"노래방, 드라이기, 목욕시설, 무료 다트게임, 보드게임 대여, 야외마당 상시 사용 가능, 있음",트윈룸,17.0,2.0,50000.0,50000.0,50000.0,483
백패커스홈,010-7552-4002,제주특별자치도 서귀포시 중정로 24-7(서귀동),33.2470449521,126.5589896584,가능,불가,가능,"노래방, 무료 다트게임, 보드게임 대여, 야외마당 상시 사용 가능, 있음",트리플룸,17.0,3.0,65000.0,60000.0,65000.0,484
틸다하우스[한국관광 품질인증/Korea Quality],010-7628-0037,제주특별자치도 제주시 중산간서로 3367-1,33.3110911514,126.2377161084,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 실내 놀이터, 있음, 잔디밭, 전기차주차장, 전기차충전소, 취사용품, 키즈존",T5,13.0,2.0,150000.0,150000.0,190000.0,485
틸다하우스[한국관광 품질인증/Korea Quality],010-7628-0037,제주특별자치도 제주시 중산간서로 3367-1,33.3110911514,126.2377161084,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 실내 놀이터, 있음, 잔디밭, 전기차주차장, 전기차충전소, 취사용품, 키즈존",T3,17.0,3.0,180000.0,180000.0,220000.0,486
틸다하우스[한국관광 품질인증/Korea Quality],010-7628-0037,제주특별자치도 제주시 중산간서로 3367-1,33.3110911514,126.2377161084,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 실내 놀이터, 있음, 잔디밭, 전기차주차장, 전기차충전소, 취사용품, 키즈존",T2,17.0,3.0,180000.0,180000.0,220000.0,487
틸다하우스[한국관광 품질인증/Korea Quality],010-7628-0037,제주특별자치도 제주시 중산간서로 3367-1,33.3110911514,126.2377161084,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 실내 놀이터, 있음, 잔디밭, 전기차주차장, 전기차충전소, 취사용품, 키즈존",T4,16.0,3.0,180000.0,180000.0,210000.0,488
틸다하우스[한국관광 품질인증/Korea Quality],010-7628-0037,제주특별자치도 제주시 중산간서로 3367-1,33.3110911514,126.2377161084,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 실내 놀이터, 있음, 잔디밭, 전기차주차장, 전기차충전소, 취사용품, 키즈존",Ts,24.0,4.0,250000.0,250000.0,290000.0,489
틸다하우스[한국관광 품질인증/Korea Quality],010-7628-0037,제주특별자치도 제주시 중산간서로 3367-1,33.3110911514,126.2377161084,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 실내 놀이터, 있음, 잔디밭, 전기차주차장, 전기차충전소, 취사용품, 키즈존",T1,17.0,3.0,180000.0,180000.0,220000.0,490
취다선리조트(취다선 리조트 Tea&Meditation),010-5117-7552,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,33.4718785742,126.9127177787,가능,불가,가능,"기념품 숍, 드라이기, 명상실, 목욕시설",이코노미 더블룸,,2.0,130000.0,122638.6265427286,177779.1200675388,491
취다선리조트(취다선 리조트 Tea&Meditation),010-5117-7552,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,33.4718785742,126.9127177787,가능,불가,가능,"기념품 숍, 드라이기, 명상실, 목욕시설",2인실 더블룸,6.0,2.0,130000.0,122638.6265427286,177779.1200675388,492
취다선리조트(취다선 리조트 Tea&Meditation),010-5117-7552,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,33.4718785742,126.9127177787,가능,불가,가능,"기념품 숍, 드라이기, 명상실, 목욕시설",패밀리룸,21.0,4.0,130000.0,122638.6265427286,177779.1200675388,493
제주브릭스,,제주특별자치도 서귀포시 태평로 121(호근동),33.2446420718,126.5357833901,가능,불가,불가,"TV, 드라이기, 목욕시설, 세면도구, 없음",스탠다드,28.0,2.0,421113.0,397267.0764560619,575885.3737615498,494
제주브릭스,,제주특별자치도 서귀포시 태평로 121(호근동),33.2446420718,126.5357833901,가능,불가,불가,"TV, 드라이기, 목욕시설, 세면도구, 없음",디럭스,28.0,3.0,421113.0,397267.0764560619,575885.3737615498,495
제주브릭스,,제주특별자치도 서귀포시 태평로 121(호근동),33.2446420718,126.5357833901,가능,불가,불가,"PC, TV, 드라이기, 목욕시설, 세면도구, 없음",프리미엄,28.0,4.0,421113.0,397267.0764560619,575885.3737615498,496
아인스 호스텔,,제주특별자치도 서귀포시 태평로 432(서귀동),33.2454341363,126.5663918312,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 스카이 라운지, 취사용품",마운틴뷰,7.0,2.0,55000.0,50000.0,55000.0,497
아인스 호스텔,,제주특별자치도 서귀포시 태평로 432(서귀동),33.2454341363,126.5663918312,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 스카이 라운지, 취사용품",마운틴뷰,9.0,2.0,60000.0,50000.0,60000.0,498
아인스 호스텔,,제주특별자치도 서귀포시 태평로 432(서귀동),33.2454341363,126.5663918312,가능,가능,가능,"TV, 드라이기, 목욕시설, 세면도구, 스카이 라운지, 욕조, 취사용품",오션뷰,18.0,4.0,165000.0,145000.0,165000.0,499
제주에코스위츠[한국관광 품질인증/Korea Quality],064-738-9975,제주특별자치도 서귀포시 중문상로 207-13(중문동),33.2654158502,126.4277589586,가능,가능,가능,"PC, TV, 드라이기, 목욕시설, 세탁실, 있음, 취사용품",디럭스 스위트,20.0,3.0,140000.0,140000.0,191454.436995811,500
제주에코스위츠[한국관광 품질인증/Korea Quality],064-738-9975,제주특별자치도 서귀포시 중문상로 207-13(중문동),33.2654158502,126.4277589586,가능,가능,가능,"PC, TV, 드라이기, 목욕시설, 세탁실, 있음, 취사용품",자쿠지 스위트,20.0,3.0,180000.0,180000.0,246155.7047088999,501
제주에코스위츠[한국관광 품질인증/Korea Quality],064-738-9975,제주특별자치도 서귀포시 중문상로 207-13(중문동),33.2654158502,126.4277589586,가능,가능,가능,"PC, TV, 드라이기, 목욕시설, 세탁실, 있음, 취사용품",디럭스 스위트 커넥트,40.0,3.0,200000.0,200000.0,273506.3385654443,502
솔트,,제주특별자치도 제주시 애월읍 애월해안로 226,33.4670365589,126.3363346046,불가,불가,불가,"드라이기, 세면도구",One Big Window One King Bed,9.0,2.0,140000.0,140000.0,160000.0,503
솔트,,제주특별자치도 제주시 애월읍 애월해안로 226,33.4670365589,126.3363346046,불가,불가,불가,"드라이기, 세면도구",One Balcony One Double Bed,9.0,1.0,90000.0,90000.0,90000.0,504
솔트,,제주특별자치도 제주시 애월읍 애월해안로 226,33.4670365589,126.3363346046,불가,불가,불가,,Three Small Windows Two Single Beds,9.0,2.0,140000.0,120000.0,140000.0,505
솔트,,제주특별자치도 제주시 애월읍 애월해안로 226,33.4670365589,126.3363346046,불가,불가,불가,"드라이기, 세면도구",Three Small Windows Two Single Beds,9.0,1.0,100000.0,90000.0,100000.0,506
솔트,,제주특별자치도 제주시 애월읍 애월해안로 226,33.4670365589,126.3363346046,불가,불가,불가,"드라이기, 세면도구",Three Small Windows One Single Bed,9.0,1.0,100000.0,90000.0,100000.0,507
호텔 서귀피안,,제주특별자치도 서귀포시 보목로64번길 178(보목동),33.2444207422,126.5905592043,가능,불가,가능,"TV, 드라이기, 세면도구, 있음(보래드 베이커스)","스탠다드, 스탠다드 트윈",20.0,2.0,138000.0,138000.0,238000.0,508
호텔 서귀피안,,제주특별자치도 서귀포시 보목로64번길 178(보목동),33.2444207422,126.5905592043,가능,불가,가능,"TV, 드라이기, 세면도구, 있음(보래드 베이커스)",디럭스,20.0,2.0,278000.0,278000.0,178000.0,509
서툰가족,,제주특별자치도 서귀포시 안덕면 사계중앙로 41-15,33.2282179181,126.2980682613,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 욕조, 취사용품",3번지,28.0,4.0,250000.0,235843.5125821703,341882.9232068054,510
서툰가족,,제주특별자치도 서귀포시 안덕면 사계중앙로 41-15,33.2282179181,126.2980682613,가능,가능,불가,"TV, 드라이기, 목욕시설, 바베큐장, 세면도구, 욕조, 취사용품",4번지,28.0,4.0,250000.0,235843.5125821703,341882.9232068054,511
신라스테이 제주,064-717-9000,제주특별자치도 제주시 노연로 100,33.4855175198,126.4910512883,가능,불가,불가,"TV, 드라이기, 라운지&바, 목욕시설, 미팅룸, 뷔페 레스토랑, 비즈니스 코너, 세면도구, 욕조, 피트니스 센터",스탠다드,8.0,2.0,110000.0,103771.1455361549,150428.4862109944,512
신라스테이 제주,064-717-9000,제주특별자치도 제주시 노연로 100,33.4855175198,126.4910512883,가능,불가,불가,"TV, 드라이기, 라운지&바, 목욕시설, 미팅룸, 뷔페 레스토랑, 비즈니스 코너, 세면도구, 욕조, 피트니스 센터",디럭스,8.0,2.0,110000.0,103771.1455361549,150428.4862109944,513
신라스테이 제주,064-717-9000,제주특별자치도 제주시 노연로 100,33.4855175198,126.4910512883,가능,불가,불가,"TV, 드라이기, 라운지&바, 목욕시설, 미팅룸, 뷔페 레스토랑, 비즈니스 코너, 세면도구, 욕조, 피트니스 센터",그랜드,17.0,2.0,110000.0,103771.1455361549,150428.4862109944,514
벤티모,,제주특별자치도 제주시 연삼로 14(연동),33.493458351,126.4937564282,불가,불가,불가,"TV, 공용샤워실, 드라이기, 루프탑 가든(13F), 목욕시설, 미팅룸(2F), 세면도구, 세미나실, 스마트커피라운지(1F), 위시룸(2F), 피트니스 센터(2F)",스탠다드 패밀리트윈 오션뷰,8.0,2.0,99000.0,79000.0,119000.0,515
벤티모,,제주특별자치도 제주시 연삼로 14(연동),33.493458351,126.4937564282,불가,불가,불가,"TV, 공용샤워실, 드라이기, 루프탑 가든(13F), 목욕시설, 미팅룸(2F), 세면도구, 세미나실, 스마트커피라운지(1F), 위시룸(2F), 피트니스 센터(2F)",디럭스 퀸 부분오션뷰,9.0,2.0,109000.0,89000.0,129000.0,516
벤티모,,제주특별자치도 제주시 연삼로 14(연동),33.493458351,126.4937564282,불가,불가,불가,"TV, 공용샤워실, 드라이기, 루프탑 가든(13F), 목욕시설, 미팅룸(2F), 세면도구, 세미나실, 스마트커피라운지(1F), 위시룸(2F), 피트니스 센터(2F)",디럭스 패밀리트윈 오션프론트뷰,9.0,2.0,129000.0,109000.0,159000.0,517
벤티모,,제주특별자치도 제주시 연삼로 14(연동),33.493458351,126.4937564282,불가,불가,불가,"TV, 공용샤워실, 드라이기, 루프탑 가든(13F), 목욕시설, 미팅룸(2F), 세면도구, 세미나실, 스마트커피라운지(1F), 위시룸(2F), 피트니스 센터(2F)",스위트 2베드룸 시티뷰,16.0,4.0,169000.0,149000.0,219000.0,518
벤티모,,제주특별자치도 제주시 연삼로 14(연동),33.493458351,126.4937564282,불가,불가,불가,"TV, 공용샤워실, 드라이기, 루프탑 가든(13F), 목욕시설, 미팅룸(2F), 세면도구, 세미나실, 스마트커피라운지(1F), 위시룸(2F), 피트니스 센터(2F)",스위트 2베드룸 오션파노라마뷰,16.0,4.0,199000.0,179000.0,249000.0,519
벤티모,,제주특별자치도 제주시 연삼로 14(연동),33.493458351,126.4937564282,불가,불가,불가,"TV, 공용샤워실, 드라이기, 루프탑 가든(13F), 목욕시설, 미팅룸(2F), 세면도구, 세미나실, 스마트커피라운지(1F), 위시룸(2F), 피트니스 센터(2F)",스탠다드 퀸 오션뷰,8.0,2.0,99000.0,79000.0,119000.0,520
벤티모,,제주특별자치도 제주시 연삼로 14(연동),33.493458351,126.4937564282,불가,불가,불가,"TV, 공용샤워실, 드라이기, 루프탑 가든(13F), 목욕시설, 미팅룸(2F), 세면도구, 세미나실, 스마트커피라운지(1F), 위시룸(2F), 피트니스 센터(2F)",스탠다드 퀸 시티뷰,8.0,2.0,89000.0,69000.0,99000.0,521
