tourist_id,tourist_x,tourist_address_x,theme2,star,Like,scrap,telephone_x,소개,주요목적,평균 소요 시간,상세 정보,경사도(난이도),X_COORD,Y_COORD,요금 정보,편의시설,장소 특성,평일_시작,평일_끝,주말_시작,주말_끝,category,img_url
CNTS_300000000015855,뱅듸승마클럽,제주특별자치도 제주시 조천읍 번영로 1118-33,"['조천', '와흘리', '승마', '이색체험']",,0,0,(+82) 010-2696-7043,말을 타며 달리는 제주의 푸른 초원,,1.5,매주 월요일 정기휴무,중,126.6535053,33.46662621,유료,,실외,09:00:00,18:00:00,09:00:00,18:00:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/18/29a6da90-1a86-4077-8c9b-c29ab0e4bfc6.jpg
CNTS_300000000012974,버블호텔 키즈클럽,제주특별자치도 제주시 관덕로 26 (삼도이동) 스타즈로베로호텔 B1 & B2,"['부모', '아이', '흐림', '비.눈', '휴식/힐링', '체험관광', '액티비티', '사계절', '휴식/치유', '아이와갈만한곳', '아이와함께', '키즈카페']",,0,0,(+82) 064-751-9502,제주 최대 규모 어린이 체험 문화공간,,2.5,"- 운영일 : 화 ~ 일 10:00~19:00 (입장 후 3시간 이용) - 월요일 휴무, 방학기간 (7~8월, 12~2월) 중 매일 운영",하,126.521944900825,33.5128580443655,"유료,","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대",실내,10:00:00,19:00:00,10:00:00,19:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202404/09/5a0a833b-e03f-4578-9343-7cedff41ea08.jpg
CNTS_300000000015856,범서프,제주특별자치도 제주시 선사로8길 11,"['제주시내', '삼양해수욕장', '서핑']",,0,0,(+82) 0507-1422-2281,입문자도 즐길 수 있는 서핑 체험,,3.0,,중,126.5867296,33.52550676,유료,,실외,09:00:00,21:00:00,09:00:00,21:00:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/9d4a84c6-b151-4685-a0cd-50a2aa4cb4a5.jpg
CNTS_200000000007634,법정사,제주특별자치도 서귀포시 1100로 740-168,"['역사', '유적지', '체험', '역사유적', '어트랙션']",,1,4,(+82),법정사항일운동의 발상지로 알려져있는 역사적 장소,,1.21875,,,126.474336095603,33.309900862924,,,,,,,,역사유적지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201810/19/543deee3-2af6-4b48-a951-e9060d0d42f0.jpg
CNTS_000000000022069,법화사,제주특별자치도 서귀포시 하원북로 35번길 15-28,"['문화유적지', '문화관광', '역사유적']",,2,19,(+82) 064-738-5225,제주 천년고찰의 법화사이다.,,1.21875,연중무휴,,126.4576028,33.26532872,,,,,,,,역사유적지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c328aa17-2fa3-422f-9678-789b2a81f020.jpg
CNTS_300000000013166,법환해녀체험센터,제주특별자치도 서귀포시 최영로 10,"['바다', '제주도', '제주여행', '해녀', '제주바다', '제주해녀학교', '제주해녀체험', '제주해녀']",,0,0,(+82) 064-739-7508,국내 최남단 해안촌에서 해녀체험 즐기세요 ‘법환해녀체험센터’,,1.5,물때에 따라 시간변동됨,중,126.51351849867,33.2340586395169,"유료,1인체험비용(대인,소인) 30,000원",,실외,10:00:00,15:30:00,10:00:00,15:30:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/imgpath/202408/26/1af82ca0-6e16-4735-b7c1-bd58ae27c39d.jfif
CNTS_200000000012723,벙커하우스,제주특별자치도 서귀포시 막숙포로41번길 66,"['벙커하우스', '제주카페', '커피', '음식', '카페', '아메리카노', '에스프레소', '아포가토', '콜드브루', '아인슈페너', '카페라떼', '크림라떼', '카푸치노', '카페모카', '카라멜마끼아또', '라떼', '바닐라아이스크림', '딸기라떼', '초코라떼', '말차라떼', '레몬에이드', '자몽에이드', '에이드', '밀크쉐이크', '자몽주스', '주스', '스무디', '애플망고스무디', '요거트스무디', '딸기스무디', '블루베리스무디', '차', '레몬차', '유자차', '자몽차', '대추차', '페퍼민트', '얼그레이', '캐모마일', '녹차', '보이차']",,0,3,(+82) 0507-1358-0803,"서귀포에 위치한 카페 벙커하우스는 동그란 반원형태의 벙커 모양을 갖춘 카페로 1, 2층의 넓은 공간 속 다양한 디저트와 음료를 제공하고 있다.",,1.8,"소형견, 중형견, 대형견 입장 가능 / 실내 입장 불가, 실외만 입장 가능 / 야외 테라스, 그늘막 테크 시설 있음",,126.519224,33.24046292,,"공용주차장,화장실,무료 WIFI,흡연구역",,09:00:00,21:00:00,09:00:00,21:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202201/04/48bb88ac-65f2-41db-8cd0-15c99bbf3703.jpg
CNTS_300000000013074,베케,제주특별자치도 서귀포시 효돈로 48,"['서귀포가볼만한곳', '제주여행', '서귀포카페', '제주카페', '제주정원', '제주빵집', '제주여행추천', '7월제주여행', '제주꽃구경']",,0,0,(+82) 064-732-3828,초록이 주는 여유로움... 자연주의 정원 ‘베케’,,1.569672131147541,"1년 회원권, 5년회원권, 평생 회원권, 도민할인",하,126.6049215,33.26191692,"유료,성인 12,000원 할인 8,000원 예약링크 참조","현금결제,카드결제,화장실,무료 WIFI",실내+실외,09:30:00,17:30:00,09:30:00,17:30:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/09/70db1dcb-d062-489c-8956-be2284464317.jpg
CNTS_300000000012717,베콩스,제주특별자치도 제주시 조천읍 신북로 479-2,"['애견호텔', '애견놀이터', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물공간_기타']",,0,0,(+82) 0507-1323-3560,안락함과 건강을 최우선으로 생각하는 베콩스는 반려견의 소중한 하루하루를 다채롭게 채울 수 있도록 최선을 다하고 있다.,,1.569672131147541,"소형견, 중형견, 대형견 입장가능 / 대형견은 사전문의 후 방문 / 맹견류 입장 불가 / 예약 시 예약금 1만원 선불",,126.661624762526,33.5435378606833,,"공용주차장,화장실,무료 WIFI,엘리베이터",,10:00:00,20:00:00,10:00:00,20:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/dedcaae0-e35e-4fb1-aa3d-d656da2ccff3.JPG
CNTS_300000000013165,벨섬,제주특별자치도 서귀포시 표선면 민속해안로 631-34,"['제주여행', '제주도동쪽코스', '제주체험', '미디어아트', '야간개장', '제주민속촌', '도깨비', '제주아이랑', '제주테마파크']",,0,0,(+82) 0507-1411-5688,‘신비로운 제주민속촌의 밤’ 제주 야간 미디어아트 테마파크,공연/전시,1.5,연중무휴 / 하절기 19:00~24:00 / 동절기 18:30~24:00 / 매표소 입장마감 23:00 / 반려견 동반 가능(목줄 및 위생백 지참),하,126.843088213207,33.3212871409308,"유료,성인 25.000원, 청소년 20,000원, 어린이 15,000원","공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실외,19:00:00,00:00:00,19:00:00,00:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202408/26/bd361ea3-e3f2-4088-867a-9c4c6d5a21bb.jpg
CNTS_000000000022716,별내린전망대,제주특별자치도 서귀포시 색달동 2938-1,"['부모', '커플', '혼자', '친구', '아이', '맑음', '경관/포토', '봄', '포토스팟', '어린이', '어트랙션']",,3,44,(+82) 064-739-1330,"하천과 포구, 칠선녀 다리를 두루두루 내려다 볼수 있는 전망대",,1.569672131147541,일몰전 방문 권장,,126.416836511421,33.2474860429014,,,,09:00:00,20:00:00,09:00:00,20:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/26e5ad93-d164-499a-a0c6-936b61ffa2ae.jpg
CNTS_000000000021194,별도연대,제주특별자치도 제주시 화북1동 1537,"['문화유적지', '맑음', '문화관광', '역사유적', '어트랙션']",,0,5,(+82) --,외적의 침입을 막던 별도연대,,1.569672131147541,,,126.568135044311,33.5262998282849,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/616af32a-8c23-4ddb-b649-79a25592f191.jpg
CNTS_000000000021409,별도포구,제주특별자치도 제주시 화북1동 4269-12,"['포구', '해변', '문화유적지', '자연경관', '역사유적']",,1,1,(+82) --,"제주의 관문, 역사 속의 별도포구",,1.569672131147541,연중무휴,,126.564933622735,33.5250263073704,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f8b94db7-1969-4662-9ba9-5249d9646fe6.jpg
CNTS_000000000022390,병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,"['해변', '걷기', '자연경관']",,0,12,(+82) --,주상절리 사이로 아담한 해변을 품고 있는 병악현무암지대,,1.569672131147541,,,126.306514122101,33.2316941376585,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/85791cd9-8ef1-4418-9ced-4b5388949c2c.jpg
CONT_000000000500247,보롬이,제주특별자치도 서귀포시 하논로 (서홍동),"['커플', '친구', '맑음', '오름', '자연경관']",,0,7,(+82),제주도의 유일한 논을 가지고 있는 곳,,1.569672131147541,,,126.549207114343,33.2508938131869,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/955bbf0c-ad78-4ed0-943b-eddea206eb7c.jpg
CNTS_200000000013590,본초족욕,제주특별자치도 제주시 은수길 65,"['관광지', '안전여행스탬프', '체험']",,4,11,(+82) 064-749-3370,천연 족욕 테라피를 즐기면서 심신의 피로를 확 날려버릴 수 있는 곳,,1.569672131147541,,,126.4883254,33.47136847,,,,10:00:00,19:30:00,10:00:00,19:30:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/06/d63fce70-ae02-4656-938a-fdd4f2d6711d.jpg
CNTS_200000000014298,본카페,제주특별자치도 제주시 애월읍 애월해안로 179,"['오션뷰', '우도땅콩라떼', '청귤에이드', '더블망고스무디', '다쿠아즈', '스콘조각케이크', '음식', '카페']",,0,7,(+82) 064-799-5789,본카페는 바다를 보며 커피 한잔하고 여유를 즐길 수 있는 카페다.,,1.569672131147541,"소형견, 중형견, 대형견 입장 가능 / 동물보호법에 따라 목줄,가슴줄 길이 2m 이내로 유지 / 리드줄 필수 / 배변봉투 필수",,126.332076364484,33.4677832169339,,"공용주차장,화장실,무료 WIFI",,09:00:00,21:00:00,09:00:00,21:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/15/a9d087a7-3910-4056-be5b-ac445ef0a39c.jpg
CNTS_200000000007653,볼스카페,제주특별자치도 서귀포시 일주서로 626,"['카페', '빵', '디저트', '음식', '아메리카노', '에그타르트', '카페라떼', '바닐라라떼', '에스프레소', '플랫화이트', '아인슈페너', '콜드브루', '라떼', '차', '얼그레이', '루이보스', '그린티라떼', '밀크티라떼', '에이드', '패션후르츠에이드', '자몽에이드', '레몬에이드', '스무디', '녹차라떼', '얼그레이밀크티', '홍차라떼', '생과일주스', '도넛', '브라우니', '케이크', '치즈케이크', '크로아상']",,1,8,(+82) 070-7779-1981,서귀포 중문에 있는 반려동물과 함께할 수 있는 트랜디한 카페,,1.8,"라스트오더 20:30 / 추석 명절 당일 휴무 / 소형견, 중형견, 대형견 입장 가능 / 실내외 입장 가능 / 리드줄 착용 및 대형견 입마개 착용 시 입장 가능",,126.44248234513,33.2534011805032,,"공용주차장,현금결제,카드결제,화장실",,10:00:00,21:00:00,10:00:00,21:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201810/22/16a67bcc-1a04-4dd7-8b23-69ebf26ca8d1.jpg
CNTS_200000000014303,봉구의간식,제주특별자치도 제주시 애월읍 애월로 110,"['반려동물', '반려동물동반입장', '반려동물공간_기타']",,0,2,(+82) 064-799-5119,봉구의간식은 첨가물을 넣지 않은 천연 수제간식 전문점이다.,,1.8,"매주 화요일 정기휴무/ 소형견, 중형견, 대형견 입장 가능",,126.319100939372,33.464521376059,,공용주차장,,12:00:00,22:00:00,12:00:00,23:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/16/0ab878e4-f585-4795-b0e6-2886d3ccf020.jpg
CNTS_300000000012718,봉구의간식제주롯데마트점,제주특별자치도 제주시 연북로 1,"['반려동물수제간식', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물공간_기타']",,0,0,(+82) 0507-1495-5118,반려동물에게 좀 더 건강하고 올바른 먹거리를 제공하고자 시작한 봉구의간식의 체인점인 이곳은 오프라인 매장으로 다양한 간식을 두 눈으로 직접 보고 구매할 수 있다.,,1.8,"매월 둘째 주 금요일, 넷째 주 토요일 정기휴무 / 소형견 입장가능 / 5kg 미만의 소형견만 입장 가능 / 동반입장 시 안고 다니거나 캔넬, 백팩, 유모차 사용",,126.481834000763,33.4824421892687,,"공용주차장,화장실,무료 WIFI,유도 및 안내시설,엘리베이터,경보 및 피난시설",,11:00:00,20:00:00,11:00:00,20:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/2c0c2bca-e3f6-4f1b-bc04-ac44dd42a1a4.jpg
CNTS_000000000018514,봉글레산,제주특별자치도 제주시 추자면 대서5길 1,"['오름', '걷기/등산', '맑음', '자연경관']",,0,4,(+82) --,아름다운 추자도의 풍광이 펼쳐지는 상추자도 북쪽에 위치한 낮은 산,,1.569672131147541,,,126.293777367818,33.9618054256706,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/56ec8ae0-59e0-4ea8-8545-f44dca2f4a9b.gif
CNTS_200000000007490,봉쥬르봉봉,제주특별자치도 제주시 한림읍 한림로 408-2,"['혼자', '체험관광', '원데이클래스', '마그넷', '엽서', '소품샵', '어트랙션']",,1,14,(+82) 0507-1431-8991,바다 마그넷 원데이클래스를 체험할 수 있는 봉쥬르봉봉,체험,1.5,"2만 원 (마그넷 2개 세트) , 5천 원 (나무 액자 추가) / 방문전 전화로 오픈 확인",중,126.245526707914,33.397857348269,"유료,2만 원(마그넷 2개 세트) / 5천 원(나무 액자 추가)","공용주차장,현금결제,카드결제,화장실",실내,,,,,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201809/11/b413423d-ad0b-4b26-bc36-ce3eecba5039.jpg
CONT_000000000500256,부영컨트리클럽,제주특별자치도 서귀포시 남원읍 남조로 960 부영CC,"['골프', '액티비티', '체험', '레저/체험', '어트랙션']",,1,0,(+82) 064-766-5500,제주 푸른바다와 한라산이 조화로운 골프클럽,,1.7794117647058822,365일 연중 무휴,,126.712464223483,33.3592182965721,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d14d6269-702e-418a-870c-861d33c2342c.gif
CNTS_200000000010374,북촌리 4.3길,제주특별자치도 제주시 조천읍 북촌3길 3,"['4.3', '길', '도보', '북촌', '너븐숭이', '자연경관', '문화관광', '체험', '제주4.3', '역사유적', '도보여행', '언택트', '2022_마을산책_봄', 'Moment_봄']",,1,5,(+82) 064-783-4303,북촌리는 조천면의 동쪽 끝에 자리 잡은 해변마을이다.,,1.21875,,,126.688656387157,33.5460149487699,,,,,,,,역사유적지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202007/10/a2374994-e705-493d-8082-3b9a746913e5.jpg
CNTS_000000000022868,불카분낭,제주특별자치도 제주시 조천읍 선흘리 1136-2,"['4.3', '문화유적지', '문화관광', '제주4.3', '역사유적', '어트랙션']",,1,3,(+82) --,선흘리가 초토화되면서 같이 탔지만 지금껏 살아있는 나무,,1.569672131147541,,,126.70632287888,33.5127844585106,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/dd1ebc9a-6c31-4f1a-97a8-0782ae618789.jpg
CONT_000000000500262,불탑사,제주특별자치도 제주시 원당로16길 41,"['문화유적지', '사계절', '부모', '아이', '혼자', '친구', '커플', '문화관광', '역사유적', '어트랙션']",,2,8,(+82) 064-728-2731,보물 제1187호로 지정되어 보호받고 있는 제주도내 유일 고려시대 석탑,,1.21875,연중무휴,,126.598418345536,33.5290725932684,,"공용주차장,화장실,음료대,유도 및 안내시설",,,,,,역사유적지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/92b05aa9-98e8-4ac1-8564-00d92e285b4e.jpg
CONT_000000000500263,붉은오름,제주특별자치도 서귀포시 성산읍 섭지코지로 261,"['부모', '커플', '친구', '혼자', '맑음', '오름', '자연경관', '도보여행', '도보', '단풍']",,1,17,(+82) 064-782-2810,오름 전체가 붉은송이로 형성되어 있는 곳,,1.569672131147541,연중무휴,,126.931367405969,33.4258211498144,,유도 및 안내시설,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e8675b16-0aab-4510-8e48-cf13f13f9eec.jpg
CNTS_200000000015189,뷰 제주하늘,제주특별자치도 서귀포시 성산읍 서성일로 397,['체험'],,0,0,(+82) 064-784-3631,말과 함께 오름을 걷는 특별한 경험,,1.0,승마 체험 시 16시 전까지 방문 필수,중,126.8328619,33.41316254,유료,,실외,09:00:00,16:30:00,09:00:00,16:30:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/b6976d14-b66d-4052-8f01-06d6f0fcf5c6.jpg
CNTS_200000000009871,브레이브독스,제주특별자치도 제주시 한림읍 한수풀로 138,"['카페', '음식', '어트랙션']",,0,2,(+82) 0507-1313-4026,"브레이브 독스는 반려견을 위한 모든 것을 갖춘 곳이다. 반려견과 잠시 쉬어갈 수 있는 카페부터 유치원과 호텔, 애견 미용까지 한 곳에서 모두 해결할 수 있다. 그야말로 강아지들을 위한 원스톱 공간이다.",,1.8,,,126.276595696624,33.4216392929726,유료,,,11:00:00,20:00:00,11:00:00,20:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/21/50e8d9ef-01e7-4768-8bed-7604ed4538d0.JPG
CNTS_300000000015857,브리더스파크,제주특별자치도 제주시 구좌읍 금백조로 902-102,"['맑음', '체험관광', '사계절', '구좌읍', '송당리', '승마', '외승', '말', '이색체험']",,0,0,(+82) 064-784-0669,우리나라 최대 & 최고 규모의 승마장,,1.5,,중,126.777415417885,33.4340778065146,유료,,실외,08:00:00,18:00:00,08:00:00,18:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/551c608f-c0f2-44be-bd99-53f696c442d8.jpg
CNTS_300000000016082,블랙벨트 태권도장,제주특별자치도 제주시 정존5길 9 2층,"['태권도', '운동', '연동', '발차기', '기술', '러닝홀리데이인제주']",,0,0,(+82) 0507-1330-4902,심신을 단련하고 나를 재정비하는 휴가를 보낼 수 있는 블랙벨트 태권도장,,1.5,매주 주말 정기휴무/ 어린이부터 성인까지 수련 가능한 프로그램 운영,,126.474002321313,33.4834539628425,"유료,프로그램별 상이",,,,,,,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/47aa37b2-1ebb-4bd9-8a1b-d08f2a3e8d73.jpg
CNTS_200000000014198,블랙이쉬레드,제주특별자치도 제주시 애월읍 하소로 769-10,"['밀크티', '아메리카노', '카페라떼', '홍차', '아이스티', '쿠키', '마들렌', '바닐라라떼', '헤이즐넛라떼', '카페모카', '카라멜마끼아또', '초코라떼', '레몬에이드', '자몽에이드', '음식', '카페']",,0,2,(+82) 1533-3251,"블랙이쉬레드는 카페와 베이커리, 밀크티를 판매하는 카페로 제주의 자연 속에서 다양한 메뉴를 즐길 수 있는 공간이다.",,1.569672131147541,"매주 일요일 휴무/ 라스트오더 : 17시 45분 / 소형견, 중형견 입장가능 / 반려견 안고 있거나 캐리어 지참 시 동반 가능",,126.3985703,33.41600166,,"공용주차장,화장실,무료 WIFI",,10:00:00,18:00:00,10:00:00,18:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/06/3ed92277-028f-40b9-898e-f08a86bd221d.jpg
CNTS_200000000011754,블루메베이글,제주특별자치도 제주시 가령로4길 3,"['휴식/힐링', '카페', '음식', '베이글', '크림치즈', '식당', '아메리카노', '카페라떼', '바닐라라떼', '말차라떼', '딸기라떼', '라떼', '캐모마일', '페퍼민트', '블랙티', '차', '에이드', '레몬에이드', '자몽에이드', '청포도에이드', '복숭아에이드', '플레인베이글', '치즈베이글', '샌드위치', '햄치즈샌드위치', '새우샌드위치', '수프류', '양송이크림스프']",,1,5,(+82) 0507-1445-3444,제주시청 수제베이글 수제크림치즈 전문점,,1.8,"연중무휴 (휴무시 인스타그램 , 카카오채널 사전공지) / 단체주문 , 전화 사전예약 가능 / 소형견, 중형견 입장가능 / 반려동물 실내 입장 시 케이지 또는 방석에 앉혀 이용 / 대형견 실내 입장 불가 / 반려동물 실외 입장 시 리드줄 착용 필수",,126.5330975,33.49671412,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI",,09:00:00,18:00:00,09:00:00,18:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202107/16/55891f21-af70-4483-b451-ec89a3db05ee.jpg
CNTS_300000000015858,블루버블,제주특별자치도 서귀포시 성산읍 일출로255번길 11,"['맑음', '체험관광', '액티비티', '해변', '성산', '스쿠버다이빙', '이색체험']",,0,1,(+82) 0507-1353-7931,성산일출봉에서 즐기는 스쿠버 다이빙,,2.5,,중,126.933120711415,33.4622543681635,유료,,실외,08:00:00,17:00:00,08:00:00,17:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/b4ee3d7b-f4a8-4848-a6a4-1a4dffccb06e.jpg
CNTS_200000000014199,블리스풀,제주특별자치도 제주시 애월읍 산록서로 383,"['아메리카노', '카페모카', '카페라떼', '바닐라라떼', '말차라떼', '딸기우유', '얼그레이밀크티', '자몽차', '고구마라떼', '자몽에이드', '블루베리레몬에이드', '음식', '카페']",,0,1,(+82) 064-799-8596,블리스풀은 잔디밭으로 된 운동장이 있어서 강아지들이 실컷 뛰어놀 수 있는 애견 카페다.,,1.569672131147541,"매주 월요일 정기휴무/ 소형견, 중형견 입장가능 / 체중 15kg / 체고 40cm 미만의 소형견 및 중현견에 한하여 이용 가능 동물보호법상 맹견으로 분류되는 견종 생후 6개월 이하 또는 5차 예방 접종이 끝나지 않은 경우 / 5월 ~ 9월 야간개장 운영 : 19:30 ~ 23:00",,126.4072521,33.40519091,,"공용주차장,화장실,무료 WIFI",,11:00:00,19:00:00,11:00:00,19:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/06/619887f1-64a6-46c8-9981-85f35df5a2cb.jpg
CNTS_300000000015859,비고르서프,제주특별자치도 서귀포시 안덕면 형제해안로 70,"['서귀포', '안덕면', '사계리', '서핑', '이색체험']",,0,0,(+82) 0507-1446-4801,한적한 사계리 바다에서 만끽하는 서핑,,3.0,,중,126.29981736589,33.2258392129178,유료,,실외,08:00:00,19:00:00,08:00:00,19:00:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/508f890d-fa1c-414b-a933-403b2f2fd321.jpg
CNTS_200000000014249,비만고양이,제주특별자치도 제주시 신성로13길 31,"['음식', '식당']",,0,3,(+82) 064-752-0501,비만고양이는 고양이와 함께 시간을 보낼 수 있는 곳이다.,,1.8,매주 월요일 휴무/ 반려묘 전용 카페로 반려동물 동반 입장은 어려움 / 만 7세 미만(미취학아동) 출입 금지,,126.530532186591,33.4976190931895,,"화장실,무료 WIFI",,12:00:00,18:30:00,12:00:00,18:30:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/12/c5864121-e3d7-485c-bbdc-1875ff194707.jpg
CNTS_000000000019444,비블리아성서식물원,제주특별자치도 제주시 한림읍 조성로 17,"['수목원', '테마공원', '흐림', '맑음', '실내관광지', '어트랙션']",,0,10,(+82) 064-796-1130,식물을 통한 복음전파와 기독교 문화 산업에 기여하고자 한립음에 조성된 식물원,,1.569672131147541,하절기 18:00까지 운영,,126.2749866,33.35618118,,"공용주차장,현금결제,카드결제,화장실,유도 및 안내시설,경보 및 피난시설",,09:00:00,17:00:00,09:00:00,17:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/27ef9ce8-b567-4efd-bdee-9c81e190e6a4.jpg
CNTS_000000000019454,비양도의 비양나무자생지,제주특별자치도 제주시 한림읍 협재리 산 89,"['부모', '커플', '친구', '아이', '맑음', '휴식/힐링', '자연경관', '어린이']",,0,12,(+82) 064-728-2731,제주특별자치도 기념물 제48호로 지정된 한국에서 유일한 비양나무 자생군락지,,1.569672131147541,,,126.225878708518,33.4086784254916,,,,,,,,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/98f5bc32-dbae-4f4a-bc8a-6eec5a5d24c0.jpg
CNTS_300000000012848,비케이브,제주특별자치도 제주시 조천읍 동백로 122,"['조천', '뮤직비디오촬영지', '케이팝']",,0,2,(+82) 0507-1410-8022,오마이걸 유아 숲의 아이 뮤직비디오 촬영지,,1.569672131147541,연중무휴,,126.7200188,33.50838157,,,,10:00:00,18:00:00,10:00:00,18:00:00,자연관광지,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202311/22/7d2e0b06-b938-4c41-932f-b2a112109afa.jpg
CNTS_000000000018867,빌리바이크,제주특별자치도 제주시 우도면 우도해안길 65,"['제주도여행', '우도', '우도여행', '제주도스쿠터', '우도스쿠터', '우도여행코스', '우도스쿠터여행']",,0,3,(+82) 0507-1365-0034,최신형 스쿠터를 대여해 우도의 아름다움을 즐기자,체험,1.0,"반려동물 동반 가능, 픽업서비스",하,126.9518840601,33.4925246271611,"유료,전기자전거 3시간 10,000원 등","공용주차장,현금결제,카드결제",실외,07:30:00,17:30:00,07:30:00,17:30:00,레저스포츠,https://api.cdn.visitjeju.net/photomng/imgpath/202408/01/c4ef5c8c-374d-4e38-943e-c3bfb457b966.jfif
CNTS_200000000009752,뽀로로&타요 테마파크 제주,제주특별자치도 서귀포시 안덕면 병악로 269,"['아이', '맑음', '비.눈', '흐림', '테마공원', '실내관광지', '체험', '어린이', '어트랙션']",,5,140,(+82) 064-742-8555,아이들에게 인기만점인 캐릭터 뽀로로와 타요를 만날 수 있는 테마파크 다양한 어트랙션이 실내와 실외에 골고루 있어 비가 와도 문제없이 즐길 수 있다.,유아시설,1.8,,,126.370810904853,33.3004429637305,"유료,자유이용권 종일 어른30,000원 아이40,000원 / 자유이용권 After 3 어른25,000원, 아이 35,000원 등",,실내+실외,10:00:00,18:00:00,10:00:00,18:00:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/06/75da3644-4efe-4f19-8a3b-2dd0c9205eb3.jpg
CNTS_200000000007465,쁘램 요가,제주특별자치도 제주시 연북로 88,"['혼자', '휴식/힐링', '요가', '플라잉요가', '메디컬요가', '빈야사요가', '하타요가', '테랍툴요가', '어트랙션']",,0,1,(+82) 010-3455-9989,제주 시내에서 만날 수 있는 쁘램 요가원의 테랍툴 요가를 소개한다. 이곳에서 체험할 수 있는 테랍툴 요가는 Therapy와 Tool의 합성어로 도구로 몸을 치유한다는 의미를 가지고 있다.,체험,1.5,매주 일요일 정기휴무,,126.490637466459,33.4815073971248,"유료,원데이클래스 2만 원 (한 종류 한 타임에 한해 가능)","공용주차장,현금결제,카드결제,화장실",,10:00:00,21:00:00,09:00:00,10:30:00,테마파크,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201809/03/90e0e7d0-edaa-49e6-9910-79e5e8688e0d.jpg
