음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,has_required_food,id
김명자굴국밥,제주특별자치도 제주시 동화로 32,064-727-3883,해장,"현지인맛집, 시원, 점심식사, 저녁식사, 좌식테이블",https://www.diningcode.com/profile.php?rid=QmbuAZ7FBj4T,"{'lat': '33.517409125199', 'lng': '126.572625814718'}",33.51740913,126.5726258,08:00,23:00,08:00,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/966af4e1-e99f-49be-929d-dc3762c08ea5.jpg,False,False,False,False,True,False,False,False,False,"#화북 #국밥 #굴요리
#굴국밥 #굴 #음식 #식당 #굴해장국 #굴순두부 #매생이굴국밥 #김치찌개 #해장국 #순두부 #굴보쌈 #생굴 #석화 #홍어회 #홍어삼합 #굴무침 #굴전 #굴파전 #해물파전 #홍어전 #전",57.0,False,277
김서방재첩해장국,제주특별자치도 제주시 원노형6길 27,064-711-3625,"혼밥, 해장","서민적인, 지역주민이찾는, 아침식사, 점심식사",https://www.diningcode.com/profile.php?rid=FBoZ2F93MXK8,"{'lat': '33.4836766367424', 'lng': '126.482953488571'}",33.48367664,126.4829535,6:00,16:00,6:00,16:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/29/c3472be5-b52e-42bc-8647-7579da761144.jpg,False,True,False,False,True,False,False,False,False,"#재첩해장국 #북어해장국 #국밥
#숙취해소 #로컬식당 #음식 #식당 #성게미역국 #재첩국",89.7,False,278
싱푸미엔관,제주특별자치도 제주시 구남로2길 19,0507-1311-6751,"혼밥, 데이트","서민적인, 점심맛집, 점심식사, 저녁식사, 유아의자, 주차",https://www.diningcode.com/profile.php?rid=Pr5W2ER31kVJ,"{'lat': '33.4879607907692', 'lng': '126.533928843583'}",33.48796079,126.5339288,08:00,15:00,08:00,15:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/34ec4e06-56e8-48a3-8d59-1912cbbf1a03.jpg,True,True,False,False,False,False,False,False,False,"#제주시내 #이도동 #고사리육개장
#몸국",72.0,False,279
까망돼지,제주특별자치도 서귀포시 색달중앙로 21,0507-1316-6543,"가족외식, 회식","시끌벅적한, 예약, 점심식사, 저녁식사, 셀프바, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=wnwdbnvNiNXy,"{'lat': '33.2574066086828', 'lng': '126.413410012493'}",33.25740661,126.41341,11:00,23:00,11:00,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bfa52ba6-d9f7-430b-9eac-dc4fd55e13e4.jpg,True,False,True,False,False,False,False,False,False,"#흑돼지 #근고기 #초벌구이
#숯불구이 #음식 #흑돼지구이 #돼지구이 #김치찌개 #돼지김치찌개 #오겹살 #흑돼지오겹살 #목살 #비빔국수 #된장찌개 #흑돼지김치찌개",81.1,False,280
꼼비노,제주특별자치도 서귀포시 대정읍 신영로 78,0507-1315-2688,간식,"계절메뉴, 시원, 테이크아웃, 주차, 배달",https://www.diningcode.com/profile.php?rid=CiWNYqvnpdZv,"{'lat': '33.2204989835342', 'lng': '126.251237502376'}",33.22049898,126.2512375,12:30,20:30,12:30,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/202306/02/1ed944eb-a7cd-4780-86ea-f1dbb17f87d3.jpg,True,False,False,False,False,False,False,False,False,#서귀포 #대정 #아이스크림,74.6,False,281
꽃가람,제주특별자치도 서귀포시 성산읍 고성동서로 73,0507-1446-3940,가족외식,"깔끔한, 현지인맛집, 아침식사, 점심식사, 저녁식사, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=5mKATRpRgCAV,"{'lat': '33.4508988190387', 'lng': '126.914959921558'}",33.45089882,126.9149599,9:10,20:00,9:10,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/0e60647f-93d7-4427-a0fe-e89bc210526d.jpg,True,False,False,True,True,False,False,False,False,"#고성리 #고기국수 #돔베고기
#음식 #식당 #흑돼지 #몸국 #비빔국수 #국밥 #왕만두",81.8,False,282
꽃밥,제주특별자치도 제주시 애월읍 일주서로 6059,064-799-4939,"아이동반, 가족외식","서민적인, 아기, 점심식사, 좌식테이블, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=HqMHcISnz896,"{'lat': '33.4515196631946', 'lng': '126.30848840471'}",33.45151966,126.3084884,11:00,16:30,11:00,16:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/97c79735-0b75-4fed-8385-77edfb362765.jpg,True,True,True,False,False,False,False,False,False,"#애월 #곽지 #백반
#가정식 #들깨수제비 #비빔밥",75.5,False,283
꿀봉,제주특별자치도 제주시 한림읍 금악로1길 3,0507-1441-2210,"백종원의골목식당, 간식","캐주얼한, 예약, 점심식사, 연중무휴, 테이크아웃, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=Ga9CSU2lx0Kk,"{'lat': '33.3590342743843', 'lng': '126.29632888798'}",33.35903427,126.2963289,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/26/07c549dc-fbe4-4ab1-b88d-b57c44f00a86.jpg,True,False,True,False,False,False,True,False,False,"#한림읍 #금악로 #돼지강정
#후라이드 #허니치즈 #착한가격업소",84.3,False,284
꿈낭밥집,제주특별자치도 제주시 애월읍 유수암평화5길 33-3,064-799-2305,"제주도민맛집, 해장","서민적인, 현지인맛집, 점심식사, 저녁식사, 바다가보이는",https://www.diningcode.com/profile.php?rid=x1ob9mRhP8i0,"{'lat': '33.4240360314082', 'lng': '126.405315584843'}",33.42403603,126.4053156,10:00,20:00,10:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/31f0bb72-3347-482d-8203-f733a2db1979.jpg,False,True,False,False,True,False,False,True,False,"#애월 #보리굴비 #파불고기
#간장돌게장 #전복갈비탕 #갈비탕 #김치찌개",55.8,False,285
나성수두리보말톳칼국수,제주특별자치도 서귀포시 천제연로 186-1,0507-1392-4953,"혼밥, 해장","서민적인, 현지인, 아침식사, 점심식사, 주차",https://www.diningcode.com/profile.php?rid=kWn7rOh9JDn6,"{'lat': '33.2516512860745', 'lng': '126.424524676334'}",33.25165129,126.4245247,8:00,17:00,8:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/5889d0a9-63ab-4057-acd0-d3c042219bea.jpg,True,True,False,False,False,False,False,False,False,"#중문 #보말칼국수 #보말죽
#바지락칼국수 #표고버섯칼국수 #물만두 #전복죽",78.5,False,286
난드르바당,제주특별자치도 서귀포시 하예하동로16번길 11-1,064-739-0053,"데이트, 가족외식","시끌벅적한, 오션뷰, 점심식사, 저녁식사, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=vWNooZDXORMG,"{'lat': '33.2346304868714', 'lng': '126.371011234527'}",33.23463049,126.3710112,12:00,22:00,12:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/b29f0a60-c959-4507-ab66-1cae3dc641fb.jpg,True,False,False,False,False,False,False,True,False,"#흑돼지 #돼지고기 #성게미역국
#김치찌개 #음식 #식당 #새우 #흑돼지김치찌개 #된장찌개 #냉면 #비빔냉면 #물냉면 #딱새우 #동태찌개 #고등어조림",83.2,False,287
난산리다방,제주특별자치도 서귀포시 성산읍 난산로41번길 39-2,0507-1362-1317,"데이트, 식사모임","경관/야경이좋은, 예약, 아침식사, 점심식사, 정원, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=x5OJUK8YoL07,"{'lat': '33.3989434701253', 'lng': '126.867902004261'}",33.39894347,126.867902,8:30,16:00,8:30,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/dd2c361d-a2fc-4e01-abdb-e64c8fb0cbb7.jpg,True,False,True,False,False,False,False,False,True,#흑돼지풀드포크 오픈 샌드위치 훈제연어 오픈샌드위치 #버섯크림스프 #그래놀라운토마토,78.7,False,288
남춘식당,제주특별자치도 제주시 청귤로 12,064-702-2588,"제주도민맛집, 식사모임, 혼밥","서민적인, 깔끔한, 점심식사",https://www.diningcode.com/profile.php?rid=UEP4NRrD2PsD,"{'lat': '33.4996639270215', 'lng': '126.537514274324'}",33.49966393,126.5375143,11:00,16:30,11:00,16:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/30/dd3b59d3-a185-4daf-b27b-1309702ede1f.jpg,False,True,False,True,True,False,False,False,False,"#제주시내 #이도동 #고기국수
#김밥 #비빔국수 #콩국수 #수제비",87.9,False,289
내고향해장국,제주특별자치도 제주시 월랑로4길 14,0507-1406-4577,"혼밥, 해장","얼큰, 현지인맛집, 아침식사, 점심식사",https://www.diningcode.com/profile.php?rid=Z5m8pTXnWxiM,"{'lat': '33.4881923873898', 'lng': '126.478872711133'}",33.48819239,126.4788727,6:00,14:30,6:00,14:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/30/96454932-0510-4b37-b6ac-02383ec54a9b.jpg,False,False,False,False,True,False,False,False,False,#제주시내 #노형동 #해장국,65.0,False,290
넉둥베기,제주특별자치도 제주시 서문로 9-1,064-743-2585,"혼밥, 해장","서민적인, 현지인맛집, 아침식사, 점심식사, 저녁식사",https://www.diningcode.com/profile.php?rid=bCwyh2GTxkkM,"{'lat': '33.5098500468618', 'lng': '126.512614558225'}",33.50985005,126.5126146,09:00,21:00,09:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1ad7aa07-f08f-4d2d-92d0-742a8c5ae3f0.jpg,False,True,False,False,True,False,False,False,False,"#육개장 #고사리 #한식
#음식 #국밥 #김치찌개 #무장애관광 #착한가격업소",104.5,False,291
넝쿨하눌가든,제주특별자치도 제주시 대원북길 21,064-744-7555,"최자로드, 제주도민맛집, 가족외식, 몸보신","서민적인, 현지인맛집, 점심식사, 대형룸, 야외좌석(테라스), 주차",https://www.diningcode.com/profile.php?rid=iGOHCdf4Bqwm,"{'lat': '33.4760277941801', 'lng': '126.532319146155'}",33.47602779,126.5323191,10:00,16:00,10:00,16:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/30/b717723c-e006-47c0-9202-e2f273f618fe.jpg,True,True,False,False,True,False,False,False,True,"#제주시내 #아라동 #오리탕
#오리전골 #삼계탕",80.8,False,292
노조미,제주특별자치도 제주시 국기로2길 2-3,0507-1429-0730,혼밥,"지역주민이찾는, 깨끗, 점심식사, 저녁식사",https://www.diningcode.com/profile.php?rid=p6tt1EsjePMx,"{'lat': '33.4795313953956', 'lng': '126.490247614523'}",33.4795314,126.4902476,10:30,20:30,10:30,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/4f750fe4-9d01-4795-914b-23dbde7d967a.jpg,False,False,False,True,True,False,False,False,False,"#우동 #튀김 #돈가스
#덮밥 #음식 #돈까스 #수제돈까스 #냉소바 #2022고메페스타 #새우튀김우동 #유부우동 #가츠동 #냉모밀 #비빔모밀 #고로케 #유부초밥 #새우튀김",74.6,False,293
노형그때그집,제주특별자치도 제주시 월랑로10길 27,0507-1307-9244,"제주도민맛집, 회식","현지인맛집, 점심특선, 저녁식사, 셀프바, 주차, 배달",https://www.diningcode.com/profile.php?rid=mGTfsDkkrTiS,"{'lat': '33.4906838646864', 'lng': '126.477956395262'}",33.49068386,126.4779564,11:00,22:00,11:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/18/9715dc01-3b7d-4fc5-ad82-95c8717ec00c.jpg,True,False,False,False,True,False,False,False,False,"#제주시내 #노형 #흑돼지
#오겹살 #목살",56.0,False,294
노형수산시장,제주특별자치도 제주시 한라대학로 7,0507-1411-8823,"술모임, 식사모임","시끌벅적한, 예약, 점심식사, 저녁식사, 유아의자, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=8ca2hhoZljKW,"{'lat': '33.4803968741365', 'lng': '126.47309659598'}",33.48039687,126.4730966,11:00,23:00,11:00,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/28/fab6c010-0cc0-483a-84e5-6f9ebe0b4619.jpg,True,False,False,False,False,False,False,False,False,"#제주시내 #노형동 #활어회
#전복회 #황금광어 #물회",73.6,False,295
논짓물,제주특별자치도 제주시 신대로12길 41,0507-1360-8091,"제주도민맛집, 가족외식, 식사모임","서민적인, 현지인맛집, 아침식사, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=C5dgKUuzgGfh,"{'lat': '33.4886481651849', 'lng': '126.492169112115'}",33.48864817,126.4921691,10:30,21:30,10:30,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/30/af02946e-6915-4f95-b6d6-73ec181f7445.jpg,True,True,False,False,True,False,False,False,False,#제주시내 #연동 #갈치조림,88.4,False,296
담백,제주특별자치도 제주시 구좌읍 해맞이해안로 518,0507-1494-0208,"혼밥, 식사모임","경관/야경이좋은, 오션뷰, 아침식사, 점심식사, 저녁식사, 반려동물동반, 바테이블, 무료주차",https://www.diningcode.com/profile.php?rid=rQ9UfcoMD0vR,"{'lat': '33.5564308536397', 'lng': '126.80132029605'}",33.55643085,126.8013203,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/1a8476a4-3c50-49b5-97a9-52497fec5ea0.jpg,True,False,True,False,False,False,False,True,True,"#구좌읍 #월정리 #파스타
#리조또 #바질 #딱새우 #새우 #갈비",97.9,False,297
누룽지식당,제주특별자치도 제주시 고산동산6길 15-1,064-724-6665,"제주도민맛집, 식사모임, 가족외식","서민적인, 현지인맛집, 아침식사, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=je35JBJ7GcqT,"{'lat': '33.4942327387937', 'lng': '126.531993808995'}",33.49423274,126.5319938,10:30,21:00,10:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/dadc97f1-b4af-4533-a8a9-3f12a9693307.jpg,True,True,False,False,True,False,False,False,False,"#고등어조림 #돌솥밥 #한식
#누룽지 #음식 #고등어구이 #고등어 #생선구이정식 #비빔밥 #갈치조림 #제주갈치조림 #생선조림 #갈치구이 #전복돌솥밥",81.3,False,298
누이밥집,제주특별자치도 서귀포시 중산간서로 695,0507-1496-9034,"제주도민맛집, 가족외식, 해장","깔끔한, 제주향토음식, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=EltkCCP12SwF,"{'lat': '33.2630454669025', 'lng': '126.441355579977'}",33.26304547,126.4413556,9:00,17:30,9:00,17:30,https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/8127df3b-5c0e-4c93-b279-77219120f9e5.jpg,True,False,False,True,True,False,False,False,False,"#서귀포시 #접착뼈국 #고사리육개장
#전복뚝배기 #전복돌솥밥",64.3,False,299
늘보의작업실,제주특별자치도 제주시 구좌읍 종달로1길 36-1,0507-1449-1111,"혼술, 혼밥","저녁식사, 노키즈존, 주차",https://www.diningcode.com/profile.php?rid=5iQzngruCccz,"{'lat': '33.4958214117996', 'lng': '126.899626832762'}",33.49582141,126.8996268,10:30,22:30,10:30,22:30,https://api.cdn.visitjeju.net/photomng/imgpath/202212/16/1c4f518b-3343-4687-9e45-bfa34f4c1ab4.jpeg,True,False,False,False,False,False,False,False,False,"#식당 #양식 #파스타
#음식 #와인 #칵테일 #위스키 #샴페인",56.0,False,300
다다익고,제주특별자치도 서귀포시 색달로 25,0507-1330-7050,"아이동반, 데이트","깔끔한, 저렴, 점심식사, 저녁식사, 셀프바, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=nyeD0Kh2rL7d,"{'lat': '33.2604126642584', 'lng': '126.406183845818'}",33.26041266,126.4061838,11:30,22:00,11:30,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/41833b43-1009-40c6-a61d-eb623a6d3c57.jpg,True,True,False,True,False,False,False,False,False,"#백종원 #더본 #정육식당
#음식 #식당 #김치찌개 #된장찌개 #흑돼지 #흑돼지김치찌개 #해물된장찌개 #부대찌개 #열무국수 #멸치국수 #비빔국수",76.2,False,301
이익새양과점,제주특별자치도 제주시 한림읍 명월성로 10,0507-1414-2343,"간식, 데이트","깔끔한, 예쁜, 아침식사, 테이크아웃",https://www.diningcode.com/profile.php?rid=QEZqk2uwhm1Q,"{'lat': '33.4077955505497', 'lng': '126.265769521919'}",33.40779555,126.2657695,10:00,18:00,10:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/76e1ae43-1546-4967-ac70-a662c80ec95e.jpg,False,False,False,True,False,False,False,False,False,"#일식 #정식 #파스타
#카레 #음식 #크림파스타 #감자고로케 #가정식카레 #베이컨크림파스타 #치킨카레 #카레라이스 #고로케 #새우고로케 #타코야끼",84.0,False,302
다미진횟집,제주특별자치도 서귀포시 표선면 민속해안로 578-1,064-787-5050,"vj특공대, 모범음식점, 가족외식","예약, 점심특선, 점심식사, 저녁식사, 유아의자, 주차",https://www.diningcode.com/profile.php?rid=mm8DONfTgWoY,"{'lat': '33.3250981621773', 'lng': '126.844032203169'}",33.32509816,126.8440322,11:30,22:00,11:30,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202307/14/ac42177c-34c6-45fc-8596-cc9780cc551e.jpg,True,False,False,False,False,False,False,False,False,"#해산물 #회 #횟집
#모둠회 #자연산 #음식 #다금바리",63.7,False,303
다미회,제주특별자치도 제주시 동광로2길 9-4,064-722-0726,"제주도민맛집, 술모임, 단체모임","예약, 가성비좋은, 점심식사, 저녁식사, 주차",https://www.diningcode.com/profile.php?rid=f2EqkUlqjjCs,"{'lat': '33.5004561382703', 'lng': '126.531223691712'}",33.50045614,126.5312237,11:30,22:00,11:30,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/515213b0-4c3e-485a-928a-57fec281fb93.jpg,True,True,False,False,True,False,False,False,False,"#삼치회 #한식 #향토음식
#횟집 #음식 #회 #광어회 #소라 #도미지리 #초밥",63.6,False,304
다소니,제주특별자치도 제주시 오남로6길 24,064-752-5533,"다코숨은맛집, 제주도민맛집, 가족외식, 부모님","깔끔한, 여유로운, 점심식사, 저녁식사, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=nDEy9m1cESFD,"{'lat': '33.4906785255353', 'lng': '126.517663784871'}",33.49067853,126.5176638,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202211/15/d2de5a46-f439-4cdb-89dd-1e03011756fc.jpg,True,False,False,True,True,False,True,False,True,"#식당 #채식 #럭셔리트래블인제주
#단팥죽 #열무국수 #들깨칼국수 #들깨수제비 #비빔밥 #연잎밥 #과일주스 #대추차 #십전대보탕 #이슬차 #매실차 #유자차 #오미자차 #말차 #녹차 #음식",82.7,False,305
다정이네김밥서귀포신시가지점,제주특별자치도 서귀포시 이어도로 796,064-739-9140,혼밥,"서민적인, 예약, 아침식사, 점심식사, 저녁식사, 반려동물동반, 야외좌석(테라스), 무료주차, 배달",https://www.diningcode.com/profile.php?rid=Cuoag4fkqmfR,"{'lat': '33.2363719712785', 'lng': '126.500128883193'}",33.23637197,126.5001289,8:00,20:00,8:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/26/60762aaa-1d83-40e7-815d-34dbf186f443.jpg,True,True,True,False,False,False,False,False,True,"#서귀포 #강정동 #분식
#김밥 #떡볶이 #라면 #다정이네김밥",81.9,False,306
월정리달이뜨는식탁,제주특별자치도 제주시 구좌읍 월정1길 14,0507-1330-8538,데이트,"푸짐한, 감성적인, 점심식사, 저녁식사, 반려동물동반, 유아의자, 주차",https://www.diningcode.com/profile.php?rid=50t2CpgDwoO0,"{'lat': '33.5531562333126', 'lng': '126.790793251853'}",33.55315623,126.7907933,11:00,20:00,11:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/9e66dccb-8207-469f-bf67-d7500eb04b20.jpg,True,False,True,False,False,False,False,False,False,"#새우로제파스타 #알리오올리오스파게티 #해산물덮밥
#크림파스타 #해산물토마토파스타 #해산물크림파스타 #해산물오일파스타 #음식 #식당",74.0,False,307
담다,제주특별자치도 제주시 한림읍 협재4길 8,0507-1356-0054,"식사모임, 해장","서민적인, 깔끔한, 아침식사, 점심식사, 셀프코너, 무료주차",https://www.diningcode.com/profile.php?rid=e6n6qgDNNJQL,"{'lat': '33.3939136032545', 'lng': '126.24104407595'}",33.3939136,126.2410441,9:00,15:30,9:00,15:30,https://api.cdn.visitjeju.net/photomng/imgpath/202203/07/df0e5ff4-368c-4ea9-b08f-d7362ae3900b.jpg,True,True,False,True,False,False,False,False,False,"#협재해수욕장 #매생이 #보말
#음식 #식당 #보말칼국수 #죽 #보말죽 #전복 #닭칼국수 #전 #고기만두 #김치만두",64.9,False,308
칠돈가표선직영점,제주특별자치도 서귀포시 표선면 표선당포로 4,0507-1307-9275,"가족외식, 술모임","시끌벅적한, 현지인맛집, 점심식사, 저녁식사, 연탄구이, 연탄불, 무료주차",https://www.diningcode.com/profile.php?rid=M4QFRoCsSgHc,"{'lat': '33.3253156251125', 'lng': '126.843164981244'}",33.32531563,126.843165,12:00,22:00,12:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/52d2ae60-3278-4543-8629-c574c7b0e55b.jpg,True,False,False,False,True,False,False,False,False,"#표선 #표선해수욕장 #보말칼국수
#국수 #음식 #식당 #보말 #고기국수 #보말죽 #칼국수 #한치무침 #무침 #머리고기",89.5,False,309
대기정,제주특별자치도 서귀포시 이어도로 41,0507-1403-1041,"가족외식, 접대","격식있는, 연예인, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=5VySwrC74qbg,"{'lat': '33.2402750470828', 'lng': '126.428551115104'}",33.24027505,126.4285511,11:00,20:30,11:00,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/997ae000-7c58-4270-b502-288d21f46701.jpg,True,False,False,False,False,False,False,False,False,"#은갈치 #갈치조림 #갈치구이
#성게미역국 #음식 #제주갈치구이 #제주갈치조림 #생선구이정식 #생선조림 #성게비빔밥 #전복돌솥밥",90.0,False,310
대윤흑돼지,제주특별자치도 서귀포시 서문로 23,064-732-2953,"데이트, 회식","서민적인, 예약, 저녁식사, 야외좌석(테라스), 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=17kTTk8TXN3F,"{'lat': '33.250653303549', 'lng': '126.559230969001'}",33.2506533,126.559231,16:00,22:00,16:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/18/95156dcb-e48e-422e-937a-b38baf016e8e.jpg,True,True,False,False,False,False,False,False,True,"#서귀포시 #올레시장 #흑돼지
#근고기 #오겹살 #목살",66.0,False,311
대춘해장국노형점,제주특별자치도 제주시 원노형로 11,064-753-7456,"제주도민맛집, 혼밥, 해장","서민적인, 얼큰, 아침식사, 점심식사, 셀프코너, 무료주차",https://www.diningcode.com/profile.php?rid=esz2Re1ttbvT,"{'lat': '33.4876225657189', 'lng': '126.484451820655'}",33.48762257,126.4844518,6:00,16:00,6:00,16:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/a169176e-c237-47d0-9410-47edf772544f.jpg,True,True,False,False,True,False,False,False,False,"#해장국 #내장탕 #국밥
#아침식사 #음식 #식당",83.0,False,312
대포칼제비,제주특별자치도 서귀포시 중문관광로 338,0507-1345-1666,"가족외식, 혼밥","현지인맛집, 자가제면, 아침식사, 점심식사, 저녁식사, 포장가능, 셀프코너, 무료주차",https://www.diningcode.com/profile.php?rid=lg9PDnOUvugG,"{'lat': '33.2502292971938', 'lng': '126.431455311353'}",33.2502293,126.4314553,8:00,20:00,8:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/18/d4e49654-c04b-4289-8f46-6450f6164e52.jpg,True,False,False,False,True,False,False,False,False,"#중문 #보말칼국수 #보말죽
#초계국수",66.9,False,313
더애월흑돼지김치찌개두루치기전문점,제주특별자치도 제주시 애월읍 하가로 159,0507-1409-8522,"식사모임, 혼밥","서민적인, 현지인맛집, 아침식사, 점심식사, 저녁식사, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=f9OMnhQEoJDq,"{'lat': '33.4561478231173', 'lng': '126.348653278902'}",33.45614782,126.3486533,10:00,20:00,10:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/a24dbd1f-f861-4fe8-99d0-c882440370b5.jpg,True,True,False,False,True,False,False,False,False,"#애월 #흑돼지 #김치찌개
#두루치기 #계란말이 #꽁치김치찌개",86.5,False,314
자리돔횟집,제주특별자치도 서귀포시 동홍동로 39,064-733-1239,"다코숨은맛집, 제주도민맛집, 회식, 가족외식","서민적인, 현지인맛집, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=xgoDRXGGv5Ti,"{'lat': '33.258540197008', 'lng': '126.5747085171'}",33.2585402,126.5747085,11:00,21:30,11:00,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ab980035-f932-4323-a1cf-1c7582b799f4.jpg,True,True,False,False,True,False,False,False,False,"#흑돼지 #돼지고기 #흑모둠
#흑목살 #볶음밥 #음식 #흑돼지구이 #목살 #전복뚝배기 #돼지김치찌개 #김치찌개 #2022고메페스타 #오겹살 #흑돼지오겹살 #가브리살 #항정살 #갈매기살 #대패삼겹살 #두루치기 #오징어두루치기 #냉면 #물냉면 #비빔냉면 #김치말이국수 #소면",96.5,False,315
도남오거리식당,제주특별자치도 제주시 도남로6길 16,064-722-4844,"제주도민맛집, 가족외식, 회식장소","서민적인, 현지인맛집, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=g12PDqeHCroz,"{'lat': '33.4965453079539', 'lng': '126.526082680031'}",33.49654531,126.5260827,15:00,23:00,15:00,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/ca9cb8a4-ffc8-4828-8dd9-69c2473fcac2.jpg,True,True,False,False,True,False,False,False,False,"#도남 #제주시청 #고깃집
#소고기 #돼지고기 #육사시미 #천협 #간 #음식 #식당 #육회 #생갈비 #양념갈비 #소양념갈비 #차돌박이 #꽃등심 #김치찌개 #냉면 #물냉면 #비빔냉면 #착한가격업소",70.6,False,316
도너츠윤제주점,제주특별자치도 서귀포시 성산읍 고성중앙로 79,0507-1301-8156,"간식, 데이트","예쁜, 예약, 테이크아웃, 유아의자, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=2hPxtCbhqOqw,"{'lat': '33.449445734535', 'lng': '126.911162532937'}",33.44944573,126.9111625,10:00,18:00,10:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/7a81d818-9df3-4b92-a386-ce62a008481d.jpg,True,False,False,False,False,False,False,False,False,"#성산 #고성리 #찹쌀도너츠
#팥도너츠 #크림도너츠 #크림찹쌀도너츠",86.1,False,317
도두항식당,제주특별자치도 제주시 도두항서길 11-2,064-748-5858,"제주도민맛집, 혼밥, 해장","서민적인, 현지인맛집, 아침식사, 점심식사, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=19cHowlnMI7v,"{'lat': '33.5055173451511', 'lng': '126.466083439871'}",33.50551735,126.4660834,8:00,16:00,8:00,16:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/30/42eb8859-d428-4e12-b731-f5b7baddc477.jpg,True,True,False,False,True,False,False,False,False,"#제주시내 #접짝뼈국 #순대국밥
#고사리육개장 #내장볶음",79.8,True,318
