,Unnamed: 0,VISIT_AREA_NM,RAD_NM_ADDR,VISIT_AREA_TYPE_CD,TRAVEL_ID,SID_NM,SGG_NM,DNG_NM,포함여부 ,Unnamed: 9,HASHTAGS
352,466,연천전곡리선사유적지,경기 연천군 전곡읍 양연로 1510,2,a_a004768,경기도,연천군,전곡읍,,,#역사의흔적 #고대미스터리 #고요한여운 #문화유산탐방 #시간의기록 #고대인과의만남 #마음의여정 #유물탐험 #고대의숨결 #과거로의여행 #고대문명의비밀 #역사속으로 #문화적발견 #고대의미로 #유적지탐방
353,467,탑골공원,서울 종로구 종로 99,1,a_a001828,서울특별시,종로구,익선동,,,#역사의숨결 #고요한쉼터 #전통의향기 #마음의평화 #고즈넉한분위기 #문화산책 #감동의순간 #추억여행 #평화로운시간 #고전의아름다움 #감성충만 #힐링스팟 #매력적인장소 #잔잔한여운 #조용한산책
354,468,대한민국역사박물관,서울 종로구 세종대로 198,2,a_a001828,서울특별시,종로구,익선동,,,#역사의흐름 #깊은감동 #문화탐방 #역사속여행 #배움의시간 #유산의가치 #지식의향연 #역사적매력 #공감의시간 #기억의발견 #과거와현재 #역사속의보물 #흥미로운발견 #세대공감 #문화유산탐방
355,469,서울함공원,서울 마포구 마포나루길 407,1,a_a002158,서울특별시,마포구,망원동,,,#해군의영광 #대한민국해군 #역사의현장 #교육적인경험 #바다의추억 #군함탐험 #해양역사 #모험심자극 #호기심충족 #전시체험 #해양문화 #감동적인순간 #이색체험 #새로운발견 #역사여행
356,471,충무아트센터 대극장,서울 중구 퇴계로 387,3,a_a000506,서울특별시,강남구,삼성동,,,#문화적충격 #감동의물결 #예술의향연 #감각의향연 #몰입감최고 #감성자극 #독특한경험 #예술사랑 #마음을울리는 #공연의매력 #아름다운무대 #예술적체험 #감동적인공간 #시각적향연 #예술의감동
357,472,효원공원,경기 수원시 팔달구 동수원로 397,7,a_a007260,경기도,수원시 팔달구,지동,,,#자연과함께 #평온한시간 #마음의안식처 #사색의공간 #아름다운경관 #힐링의순간 #자연속쉼터 #여유로운산책 #감성충전 #마음의휴식 #편안한분위기 #잔잔한행복 #풍경의아름다움 #감동적인순간 #휴식의시간
358,475,화서시장,경기 수원시 팔달구 동말로 72,4,a_a011120,경기도,안양시 동안구,관양동,,,#현지의매력 #시장탐험 #다채로운풍경 #현실여행 #일상의발견 #소소한행복 #정겨운분위기 #지역의맛 #소박한매력 #온기느끼기 #전통의향기 #사람냄새 #시장구경 #문화를느끼다 #푸근한정
359,478,우산각어린이공원,서울 동대문구 천호대로4길 22,1,a_a000740,서울특별시,종로구,종로6가,,,#자연속에서 #도심속휴식 #아이들과함께 #맑은공기 #평온한시간 #감성산책 #자연친화적 #마음의안식처 #여유로운순간 #일상의탈출 #잔잔한행복 #삶의힐링 #도심속오아시스 #자연느끼기 #조용한여유
360,482,아쿠아플라넷 일산,경기 고양시 일산서구 한류월드로 282,6,a_a003124,서울특별시,종로구,예지동,,,#경이로운세계 #해저탐험 #색다른경험 #눈부신풍경 #자연의신비 #마법같은순간 #심해의매력 #생동감넘치는 #환상의세계 #물속여행 #수중모험 #신비로운경험 #마음의여유 #자연속으로 #감탄의연속
361,483,국립항공박물관,서울 강서구 하늘길 177,2,a_a006308,서울특별시,강서구,공항동,,,#항공역사의장 #미래를향해 #비행기의꿈 #기술의진보 #새로운시각 #탐구정신 #발견의즐거움 #혁신의현장 #호기심자극 #창의력증진 #경이로운경험 #지식확장 #모험의시작 #다양한경험 #본능의끌림
362,485,봉선사,경기 남양주시 진접읍 봉선사길 32,2,a_a010294,경기도,구리시,인창동,,,#고요한아침 #명상적인순간 #마음의안식처 #자연속평화 #사색의시간 #정신의휴식 #전통의아름다움 #깨달음의여정 #조용한순간 #숲속의사찰 #마음정화 #자연과어울림 #내면의평화 #영적여행 #고요한풍경
363,486,국립수목원,경기 포천시 소흘읍 광릉수목원로 415,1,a_a010294,경기도,구리시,인창동,,,#자연속으로 #힐링의시간 #생태탐험 #맑은공기 #평온한마음 #숲속여행 #녹음의아름다움 #마음의휴식 #자연치유 #푸르른경치 #산림욕 #조용한쉼터 #자연과교감 #심신안정 #여유로운순간
364,487,팔달문시장,경기도 수원시 팔달구 팔달문로4번길 18,4,a_a015323,경기도,안양시 만안구,안양동,,,#다양한매력 #풍성한경험 #현지생활 #음식탐방 #문화체험 #온기느낌 #사람냄새 #정겨운분위기 #소소한행복 #전통의맛 #시장투어 #현지맛집 #다양한풍경 #친근한소통 #일상의재발견
365,488,안성팜랜드,경기 안성시 공도읍 대신두길 28,6,a_a014978,경기도,용인시 처인구,남사읍,,,#자연속힐링 #평화로운풍경 #농촌체험 #동물과교감 #목가적인풍경 #자연의소리 #마음의여유 #푸른초원 #농장체험 #자연의숨결 #힐링여행 #느긋한시간 #풍경속으로 #자연과하나됨 #힐링스팟
366,489,짜장면박물관,인천 중구 차이나타운로 56-14,2,a_a004118,인천광역시,남동구,논현동,,,#문화탐방 #이색경험 #맛의역사 #전통발견 #기대감증폭 #호기심자극 #새로운발견 #역사속맛 #이국적분위기 #추억만들기 #감각자극 #재미있는배움 #알찬시간 #독특한체험 #흥미진진
367,490,빽투더레트로,인천 중구 신포로27번길 101,4,a_a004118,인천광역시,남동구,논현동,,,#추억속여행 #복고풍경험 #감성자극 #시간속으로 #옛날의향기 #감동적인추억 #기억의조각 #정겨운분위기 #추억소환 #따뜻한기억 #마음의여유 #감성여행 #레트로감성 #아날로그감성 #추억의재발견
368,491,나이스스크린골프,경기 안양시 동안구 흥안대로409번길 46,5,a_a010106,경기도,가평군,청평면,,* 골프 여행도 있으니,#몰입의시간 #도전정신 #새로운경험 #스트레스해소 #집중력향상 #자기만족 #경쟁의즐거움 #활력충전 #성취감 #자유로운분위기 #자신과의대화 #친구와함께 #스포티한느낌 #도심속오아시스 #일상의탈출
369,492,주렁주렁 동탄라크몽점,경기 화성시 동탄대로5길 21,6,a_a005164,경기도,화성시,송동,,* 동물카페 - 액티비티로 고려 가능 ,#자연속으로 #동물과함께 #아이들과함께 #생동감있는 #체험의시간 #소중한추억 #자연속힐링 #동심으로돌아가는 #생생한경험 #가족과함께 #자연의신비 #감동적인순간 #아이들의웃음소리 #여유로운시간 #자연과의교감
370,493,호계체육관,경기 안양시 동안구 귀인로80번길 52,5,a_a007953,경기도,안양시 동안구,호계동,,,#에너지넘치는 #건강한하루 #활력충전 #스포츠열기 #몸과마음의힐링 #도전정신 #땀의가치 #활기찬분위기 #팀워크의중요성 #자신감상승 #집중력향상 #운동의기쁨 #경기장의열정 #몸의변화 #재충전되는순간
371,495,피규어뮤지엄W,서울 강남구 선릉로158길 3,3,a_a003181,서울특별시,종로구,종로5가,,,#매혹적인전시 #독특한경험 #상상력자극 #기발한아이디어 #창의력샘솟는 #추억소환 #어린시절의향수 #모험가의기분 #감탄이절로 #눈호강 #집중하게되는 #컬렉터의기쁨 #예술적영감 #세상에하나뿐인 #감성폭발
372,496,현대모터스튜디오 서울,서울 강남구 언주로 738,3,a_a003181,서울특별시,종로구,종로5가,,,#혁신적인공간 #미래의감각 #자동차예술 #창의적영감 #기술의진화 #호기심자극 #현대적인멋 #감성체험 #도심속여행 #새로운발견 #디지털경험 #독특한매력 #세련된공간 #모던한분위기 #자동차문화
373,497,서울시새활용플라자,서울 성동구 자동차시장길 49,3,a_a003181,서울특별시,종로구,종로5가,,,#창의적인영감 #재활용의미학 #지속가능한미래 #환경보호 #에코라이프스타일 #새로운발견 #독특한경험 #미래지향적 #상상력자극 #자연친화적 #트렌디한공간 #지구사랑 #새활용아이디어 #환경친화적 #자원순환
374,499,파주DMZ곤돌라,임진각로 148-73,2,a_a007280,인천광역시,서구,가정동,,,#평화로운전망 #역사의현장 #감동적인경험 #생생한역사 #자연과함께 #감성충만 #전망좋은곳 #마음의안식처 #감동의순간 #기억에남는여행 #고즈넉한풍경 #새로운발견 #평화의상징 #자연속에서 #역사탐방
375,500,라인프렌즈 월드 팝업스토어,서울 성동구 성수일로4길 12,3,a_a017502,서울특별시,성동구,성수동2가,,,#캐릭터천국 #상상력자극 #유니크한체험 #새로움발견 #디자인매력 #독특한공간 #기념품쇼핑 #감성사진 #인스타그램감성 #컬러풀한세계 #눈호강 #즐거운기억 #특별한순간 #몰입감있는경험 #브랜드사랑
376,501,크리스찬 디올 성수,서울 성동구 연무장5길 7,4,a_a017502,서울특별시,성동구,성수동2가,,,#세련된공간 #우아한분위기 #럭셔리체험 #예술적인영감 #창의력충전 #독특한경험 #디자인의정수 #패션의향연 #감각적인시간 #고급스러움 #현대적인미학 #감성자극 #시각적즐거움 #트렌디한장소 #섬세한디테일
377,504,별빛마을포토랜드,경기 안산시 상록구 수인로 1723,3,a_a008555,경기도,안산시 단원구,초지동,,,#빛나는경험 #환상적인순간 #로맨틱한분위기 #독특한경관 #몽환적인분위기 #매혹적인야경 #감성적인장소 #반짝이는추억 #포토제닉한장소 #환상적인추억 #따뜻한빛깔 #꿈같은시간 #빛의향연 #아름다운빛깔 #눈부신풍경
378,505,에이치씨어터,서울 종로구 이화장길 54,3,a_a018205,경기도,수원시 팔달구,인계동,,,#몰입감넘치는 #문화적충격 #독특한경험 #예술의향연 #창의력자극 #서정적인무대 #감동의파도 #연극의매력 #새로운발견 #상상력자극 #예술적감성 #감각적인경험 #공연의감동 #몰입감최고 #예술의감동
379,508,장경리해변,인천 옹진군 영흥면 영흥로757번길 6,1,a_a000738,경기도,안산시 단원구,고잔동,,,#바다의울림 #평온한순간 #자연과함께 #고요한해변 #마음의안식처 #여유로운시간 #자연의품속 #심신의힐링 #자연속에서 #내려놓음 #해변산책 #맑은공기 #여행의추억 #자연의치유 #순수한자연
380,509,양평곤충박물관,경기 양평군 옥천면 경강로 1496,2,a_a000738,경기도,안산시 단원구,고잔동,,,#호기심자극 #자연의신비 #새로운발견 #생명의경이로움 #상상력확장 #학습의기쁨 #미지의세계 #감탄연발 #흥미진진한 #아이들과함께 #지식탐험 #생태계탐방 #잊지못할순간 #호기심충전 #세상밖으로
381,510,안산다문화거리,경기 안산시 단원구 다문화길 16,4,a_a000738,경기도,안산시 단원구,고잔동,,,#다양한문화 #이색적인경험 #문화의향연 #세계여행기분 #다채로운풍경 #다문화체험 #국경없는여행 #이국적인분위기 #문화의조화 #다양성의미학 #문화탐방 #색다른발견 #문화의향기 #이색적인체험 #다양한맛집
382,511,콤콤오락실,서울 종로구 수표로28길 23-6,2,a_a001293,서울특별시,종로구,관수동,,,#추억소환 #복고감성 #동심의세계 #시간여행 #레트로감성 #친구와함께 #기분전환 #어린시절로 #레트로체험 #반가운느낌 #흥미진진 #다양한게임 #아날로그감성 #소소한행복 #즐거운시간
383,512,카카오프렌즈 홍대플래그십스토어,서울 마포구 양화로 162,4,a_a000034,경기도,용인시 처인구,포곡읍,,,#귀여움폭발 #감성여행 #색다른경험 #동심가득 #행복한순간 #특별한기억 #눈호강 #힐링공간 #즐거운시간 #기분업 #독특한매력 #추억만들기 #상상력자극 #매력적인장소 #감동적인만남
384,513,인천상륙작전기념관,인천 연수구 청량로 138,2,a_a000034,경기도,용인시 처인구,포곡읍,,,#역사의현장 #희생의기억 #감동적인순간 #평화의메시지 #영웅들의이야기 #삶의교훈 #조국의소중함 #감회깊은 #잊지못할순간 #의미있는여행 #진지한시간 #마음의울림 #역사탐방 #깊은생각 #감성충전
385,516,종묘귀금속전문백화점,서울 종로구 종로 173,4,a_a015837,서울특별시,종로구,종로4가,,,#화려한전시 #귀금속의향연 #눈부신광채 #보석의유혹 #럭셔리체험 #고급스러운시간 #예술적인디자인 #반짝이는순간 #독특한발견 #정교한디테일 #특별한기념품 #선물의기쁨 #세련된선택 #고급취향 #반짝이는기억
386,517,상암문화광장,서울 마포구 성암로 255,4,a_a015837,서울특별시,종로구,종로4가,,,#문화의향연 #현대적매력 #도시속여유 #문화탐방 #예술에빠지다 #풍성한경험 #감각적체험 #도심속휴식 #창의적영감 #활력넘치는 #다채로운순간 #감성여행 #역동적인분위기 #자연과예술 #기분좋은산책
387,518,시장길,시장길 22-2,4,a_a008693,서울특별시,종로구,종로3가,,,#독특한매력 #감각적인경험 #현지의삶 #정겨운분위기 #다채로운풍경 #일상의발견 #소소한행복 #따스한미소 #전통의향기 #문화탐방 #향수어린거리 #현지체험 #감성충전 #마음의여유 #소박한멋
388,519,고양어린이박물관,경기 고양시 덕양구 화중로 26,2,a_a011241,경기도,고양시 덕양구,행주내동,,,#세상탐험 #호기심자극 #창의력상승 #가족과함께 #문화탐방 #생생한체험 #아이들의낙원 #학습의기쁨 #동심의세계 #상상력폭발 #교육적체험 #웃음꽃피는 #행복한순간 #다양한놀이 #즐거운배움
389,520,인천종합어시장,인천 중구 연안부두로33번길 37,4,a_a015319,인천광역시,미추홀구,주안동,,,#생동감넘치는 #해산물향연 #바다의선물 #다채로운경험 #시장의활기 #현지의맛 #풍성한먹거리 #미각여행 #전통시장체험 #잔치분위기 #해산물천국 #신선한재료 #현장감넘치는 #여행의보물 #생생한경험
390,521,원마운트,경기 고양시 일산서구 한류월드로 300,4,a_a001515,경기도,고양시 일산서구,대화동,,,#환상적인모험 #활력넘치는순간 #에너지충전 #눈부신경관 #다채로운경험 #감탄연발 #짜릿한도전 #신비로운체험 #즐거운추억 #새로움가득 #스릴만점 #탐험가의기분 #상쾌한바람 #다양한어트랙션 #돋보이는순간
391,522,대릉원,경북 경주시 계림로 9,2,a_a000461,경상북도,경주시,북군동,,,#고대의숨결 #조용한산책 #역사의발자취 #고요한아침 #문화유산탐방 #수수한아름다움 #마음의안식처 #숨겨진보물 #천년의시간 #고전의미학 #역사속여행 #자연과문화의조화 #고풍스러운경관 #잔잔한여운 #고대왕국탐험
392,523,크라운수상레저,경기 가평군 청평면 호반로 640,5,a_a000911,경기도,가평군,청평면,,,#스릴만점 #모험가득 #짜릿한순간 #환상적인풍경 #아드레날린폭발 #자연속여행 #독특한경험 #신비로운느낌 #활력충전 #시원한바람 #자유로운시간 #색다른체험 #동심으로돌아간듯 #기억에남는순간 #감성여행
393,524,하마씨어터,서울 종로구 대학로10길 15-11,3,a_a008270,서울특별시,서초구,잠원동,,,#문화의향연 #창의적인공간 #연극의매력 #독특한경험 #몰입감넘치는 #아늑한분위기 #예술적영감 #감동의순간 #소극장의매력 #감성터치 #심도있는이야기 #예술가와의교감 #소중한기억 #몰입의시간 #예술적체험
394,525,세미원,경기 양평군 양서면 양수로 93,7,a_a004604,경기도,양평군,양서면,,,#자연의숨결 #평화로운분위기 #마음의정화 #고요한시간 #물의정원 #자연과하나됨 #예술적인풍경 #생동하는자연 #아름다운경치 #힐링장소 #마음의휴식 #감성여행 #싱그러운기운 #자연속힐링 #생명력넘치는
395,526,물의정원 자전거,경기 남양주시 조안면 운길산로 3,5,a_a004604,경기도,양평군,양서면,,,#자연의숨결 #상쾌한바람 #여유로운시간 #마음의여유 #풍경속으로 #자연과함께 #평온한시간 #자전거여행 #힐링스팟 #자연의아름다움 #평화로운여행 #자연속힐링 #마음의힐링 #초록빛풍경 #자연속자유
396,527,설화수의집 북촌,서울 종로구 북촌로 47,3,a_a018000,서울특별시,종로구,삼청동,,,#고급스러움 #우아한분위기 #한국미의정수 #세련된경험 #예술과만남 #전통과현대의조화 #감각적인공간 #문화적풍요 #고요한여유 #치유의시간 #영감받는순간 #아름다움의발견 #감성적체험 #북촌의정취 #잊지못할순간
397,528,코너갤러리,서울 종로구 북촌로5길 18,4,a_a018000,서울특별시,종로구,삼청동,,,#예술적영감 #독특한전시 #감각적체험 #문화적발견 #창의력자극 #감성적인공간 #현대미술 #새로운시각 #예술의향연 #사색의장소 #차분한시간 #섬세한디테일 #특별한경험 #시각적즐거움 #몰입감있는공간
398,529,고양어울림누리 얼음마루,경기 고양시 덕양구 어울림로 33,3,a_a004132,경기도,고양시 일산동구,장항동,,,#상쾌한기분 #아름다운장소 #특별한순간 #열정의스케이트 #빙판위의자유 #겨울의매력 #활기찬분위기 #잊지못할경험 #신비로운경험 #소중한추억 #겨울의향연 #활동적인하루 #감성적인시간 #운동의즐거움 #추운날의따뜻함
399,531,순라길,서울 종로구 서순라길 141,7,a_a001674,서울특별시,종로구,예지동,,,#순라길 #문화적풍요 #감성산책 #고요한순간 #역사속으로 #소소한행복 #아늑한시간 #마음의여유 #감동적인풍경 #고전의미학 #추억만들기 #잔잔한미소 #평온한기분 #문화탐방 #고즈넉한길
400,532,가나아트파크,경기 양주시 장흥면 권율로 117,3,a_a014196,경기도,양주시,백석읍,,,#예술과함께 #창의적인공간 #자연속예술 #감성충만 #영감의원천 #문화탐방 #시각적즐거움 #감동의순간 #자연과예술의조화 #감성여행 #예술적영감 #마음의여유 #힐링스팟 #평온한시간 #예술적인감동
401,533,행궁파티,경기 수원시 팔달구 화서문로31번길 22,2,a_a008049,경기도,수원시 팔달구,팔달로1가,,,#독특한분위기 #창의적인공간 #문화적영감 #아늑한분위기 #편안한휴식 #기분좋은시간 #감성넘치는 #아름다운경험 #여유로운시간 #특별한순간 #따뜻한환영 #기억에남는 #고유한매력 #마음의여유 #조용한힐링
402,534,아쿠아필드 안성,경기 안성시 공도읍 서동대로 3930-39,4,a_a002568,경기도,안성시,공도읍,,,#수중여행 #편안한휴식 #힐링의시간 #물속세계 #재충전의장소 #평온함 #특별한경험 #스트레스해소 #감각적인공간 #물놀이의즐거움 #휴식의미학 #여유로운순간 #일상의탈출 #활력충전 #마음의여유
403,535,홍대동물원,서울 마포구 홍익로 15,6,a_a004719,서울특별시,송파구,잠실동,,,#사랑스러운동물들 #따뜻한교감 #동물친구들 #행복한순간 #감성가득 #힐링여행 #동물과함께 #특별한경험 #자연속휴식 #소중한기억 #동물사랑 #마음을채우다 #감동의시간 #매혹적인모험 #소소한행복
404,536,서울시립미술관 서소문본관,서울 중구 덕수궁길 61,3,a_a004717,서울특별시,중구,서소문동,,,#예술적영감 #문화탐방 #시각적즐거움 #창의력자극 #마음의평온 #현대미술 #감성충전 #예술체험 #감동의여운 #새로운발견 #창작의기쁨 #독특한경험 #예술의향연 #미적경험 #감성여행
405,537,"동장대,연무장",경기 수원시 팔달구 창룡대로103번길 20,2,a_a001337,경기도,용인시 처인구,포곡읍,,,#역사속여행 #평온한공간 #고요한시간 #문화탐방 #전통의아름다움 #감동적인순간 #마음의안식처 #고전의매력 #감성여행 #전통문화체험 #추억만들기 #힐링공간 #매력적인역사 #잔잔한감동 #시간속여행
406,539,영녕릉 세종대왕유적지구 세종대왕릉,경기 여주시 세종대왕면 영릉로 269-50,2,a_a003141,서울특별시,송파구,잠실동,,,#역사의숨결 #경건한마음 #고요한순간 #문화유산탐방 #성찰의시간 #웅장한느낌 #감동의여운 #정적의아름다움 #사색의시간 #전통을따라 #존경심가득 #고전의미학 #고요한풍경 #깊은감동 #고요한여행
407,540,용인어린이상상의숲,경기 용인시 처인구 동백죽전대로 61,6,a_a003837,경기도,용인시 처인구,삼가동,,,#창의력폭발 #상상의나래 #어린이천국 #학습의즐거움 #가족과함께 #호기심자극 #재미있는발견 #미소가득 #아이들의천국 #환상의모험 #동심으로돌아가기 #신비한체험 #발랄한기억 #탐험정신 #미래의꿈
408,541,늘예솔전원마을,경기 가평군 상면 축령로45번길 62-134,7,a_a003289,경기도,가평군,상면,,,#자연과함께 #평온한휴식 #힐링의시간 #조용한쉼터 #산속의하루 #감성여행 #마음의안식처 #여유로운시간 #숲속여행 #맑은공기 #자연의선물 #평화로운풍경 #함께하는시간 #자연속의힐링 #마음의여행
409,542,백두대간,경기 성남시 중원구 원터로18번길 19,1,a_a006022,경기도,과천시,별양동,,,#조용한휴식 #자연속에서 #편안한분위기 #맑은공기 #정겨운장소 #안락한시간 #편안한쉼터 #자연의품속 #투명한감성 #힐링여행 #평온한마음 #여유로운시간 #마음의안식처 #자연친화적 #편안한느낌
410,543,가로수길,서울 강남구 가로수길 43,4,a_a004071,서울특별시,광진구,능동,,,#도시의매력 #세련된분위기 #감각적인경험 #보헤미안감성 #창의적인영감 #예술적인느낌 #도시속자연 #이색적인경험 #감성적인산책 #트렌디한장소 #소소한행복 #현대적인매력 #도심의오아시스 #감각적인힐링 #새로운발견
411,544,우리유황온천,서울 광진구 자양로5길 33,6,a_a004071,서울특별시,광진구,능동,,,#편안한휴식 #심신의안정 #따뜻한온기 #피로회복 #자연친화 #건강한삶 #온천치유 #심신의힐링 #여유로운시간 #고요한순간 #맑은마음 #감각의회복 #신체의회복 #재충전의시간 #삶의활력
412,545,나리공원,경기 양주시 광사로 131-66,1,a_a002737,경기도,양주시,광사동,,,#자연의품속 #평온한하루 #마음의휴식 #감성어린풍경 #아름다운기억 #조용한산책 #힐링스팟 #마음의안정 #숨쉬기좋은곳 #자연의소리 #편안한공간 #여유로운시간 #맑은공기 #자연친화적 #평화로운순간
413,546,의정부부대찌개거리,경기 의정부시 태평로137번길 22-1,4,a_a002737,경기도,양주시,광사동,,,#맛의향연 #따뜻한정 #현지의맛 #배부름의행복 #풍미가득 #정겨운분위기 #먹거리천국 #지역의특색 #활기찬분위기 #맛집탐방 #현지체험 #음식모험 #식도락여행 #정감있는거리 #입맛저격
414,547,한국이민사박물관,인천 중구 월미로 329,2,a_a007042,인천광역시,중구,북성동1가,,,#역사의흔적 #이민의여정 #감동적인이야기 #문화의교차로 #인간의이야기 #역사탐방 #교육적인경험 #미래를생각하게하는 #감성자극 #다양한문화 #깊은생각 #인간애 #이민자의삶 #역사적통찰 #감동적인순간
415,548,미술관옆사진관,서울 종로구 삼봉로 42,3,a_a017842,서울특별시,종로구,종로1가,,,#예술의향기 #감성적인순간 #창의력자극 #문화적인영감 #독특한경험 #사진의미학 #기억에남는 #예술작품감상 #감각적인공간 #미적체험 #문화적소통 #내면의여행 #현대예술 #감동의순간 #예술과조우
416,549,삼청공원,서울 종로구 북촌로 134-1,1,a_a012471,서울특별시,종로구,종로2가,,,#자연의숨결 #맑은공기 #도심속휴식 #푸르른경관 #산책의즐거움 #자연과교감 #소소한행복 #편안한시간 #심신의안정 #조용한오후 #자연속힐링 #신록의아름다움 #긴장풀림 #산뜻한바람 #자연의소리
417,550,아이사구아,서울 종로구 북촌로 56,1,a_a012471,서울특별시,종로구,종로2가,,,#예술적인영감 #고요한여유 #섬세한감각 #감각적체험 #기억에남는순간 #문화적교감 #독특한경험 #심미적만족 #취향저격 #한옥의정취 #아름다운작품 #감동의순간 #감성가득 #창의력충전 #특별한추억
418,553,북한산국립공원,경기도 고양시 덕양구 북한산로 502,7,a_a001600,서울특별시,마포구,아현동,,,#자연속으로 #평화로운순간 #산속의고요 #신비로운경험 #마음의안식처 #대자연의품 #경이로운뷰 #산책의즐거움 #맑은공기 #자연의소리 #힐링여행 #초록의세계 #새로운발견 #자연과함께 #산의위엄
419,554,서울시립미술관 북서울미술관,서울 노원구 동일로 1238,3,a_a001600,서울특별시,마포구,아현동,,,#예술에빠져 #창의적인영감 #감각의향연 #문화충전 #마음의여유 #현대미술탐방 #예술적충만 #감성자극 #예술의향기 #사색의시간 #미술에심취 #작품과의대화 #시각적즐거움 #예술적발견 #감동의여행
420,556,플라잉수원,경기 수원시 팔달구 경수대로 697,5,a_a001923,경기도,수원시 팔달구,남창동,,,#하늘을날다 #감동적인전망 #자유로운기분 #아찔한경험 #새로운도전 #두근거리는순간 #잊지못할기억 #스릴넘치는 #풍경에감탄 #특별한체험 #하늘위에서 #청량한바람 #눈부신경관 #상쾌한느낌 #모험의시간
421,557,국토지리정보원 지도박물관,경기 수원시 영통구 월드컵로 92,2,a_a001923,경기도,수원시 팔달구,남창동,,,#지식의향연 #발견의기쁨 #역사속여행 #호기심가득 #탐구의세계 #문화탐방 #지도의매력 #유익한시간 #시각적즐거움 #역사지식 #문화유산탐험 #흥미로운경험 #감동적인발견 #정보의보고 #지식충전
422,559,유아트스페이스,서울 강남구 압구정로71길 10,3,a_a004007,서울특별시,마포구,망원동,,,#예술의향연 #창의력자극 #감성의여행 #색다른경험 #독특한매력 #영감충전 #문화탐방 #정교한디테일 #시각적즐거움 #현대미술 #작품감상 #예술공감 #심미적체험 #창작의기쁨 #새로운발견
423,561,아더 신사 스페이스,서울 강남구 도산대로11길 31,3,a_a018230,서울특별시,강남구,신사동,,,#독특한경험 #창의력자극 #새로운영감 #감각적인공간 #현대적인미학 #예술과함께 #감성적인순간 #도시속오아시스 #감각의향연 #편안한여유 #세련된분위기 #도심속휴식 #감각적인디자인 #비범한경험 #감성충만
424,562,정샘물 플롭스,서울 강남구 가로수길 51-1,3,a_a018230,서울특별시,강남구,신사동,,,#스타일의향연 #예술적인영감 #독특한경험 #감각적인공간 #세련된분위기 #매혹적인장소 #프리미엄서비스 #럭셔리체험 #고급스러운시간 #트렌디한여정 #아름다움발견 #감성적인순간 #창의력자극 #감탄스러운디자인 #특별한하루
425,563,홍익스포츠스파,경기 수원시 팔달구 갓매산로 31,5,a_a003937,경기도,용인시 기흥구,구갈동,,,#편안함속으로 #심신의안정 #피로회복 #온전한휴식 #안락한시간 #스트레스해소 #몸과마음의힐링 #상쾌한활력 #포근한느낌 #건강한에너지 #힐링스파 #재충전의시간 #마음의평온 #편안한쉼 #피곤함탈출
426,567,미리내성지,경기 안성시 양성면 미리내성지로 420,2,a_a006489,경기도,안성시,공도읍,,,#영적인여정 #평화로운성지 #고요한시간 #마음의안식처 #성스러운장소 #경건한순간 #내면의평화 #고독한사색 #마음의쉼터 #영혼의위로 #고즈넉한분위기 #마음의정화 #신비로운경험 #감동의순간 #성지순례
427,568,익선슈팅클럽,서울 종로구 수표로28길 21-13,4,a_a000070,서울특별시,종로구,익선동,,,#레트로감성 #추억의재발견 #감성사진스팟 #예술적영감 #이색체험 #아기자기한매력 #독특한분위기 #감각적인공간 #창의력자극 #몰입의시간 #도심속여유 #특별한추억 #소소한행복 #감동적인경험 #숨은명소
428,571,웨스틴조선 서울 수영장,소공로 106,6,a_a008217,서울특별시,강남구,압구정동,,,#도심속휴식 #럭셔리한느낌 #청정한공기 #프라이빗한시간 #편안한여유 #품격있는휴식 #아늑한분위기 #힐링의순간 #우아한경험 #재충전의시간 #신선한기운 #도심속오아시스 #편안한쉼터 #마음의안식처 #프리미엄서비스
429,572,롯데면세점 명동본점,을지로 30 9~12층,4,a_a008217,서울특별시,강남구,압구정동,,,#풍성한선물 #고급스러운 #쇼핑의향연 #화려한풍경 #눈부신전망 #다채로운경험 #럭셔리타임 #기대감가득 #트렌디한상품 #특별한순간 #세련된분위기 #잊지못할기억 #감탄의연속 #즐거운발견 #독특한경험
430,575,롯데백화점 명동본점,남대문로 81,4,a_a008217,서울특별시,강남구,압구정동,,,#고급스러운쇼핑 #다채로운경험 #화려한공간 #유니크한발견 #품격있는시간 #세련된분위기 #특별한기념품 #럭셔리한분위기 #현대적인감각 #감각적인디자인 #도시의매력 #편리한휴식 #트렌디한스타일 #일상의탈출 #쇼핑천국
431,576,잼라운지,서울 강남구 테헤란로51길 16,3,a_a000704,서울특별시,종로구,통의동,,,#독특한경험 #창의력자극 #혁신적인공간 #영감의원천 #도시속힐링 #현대적인매력 #감각적인디자인 #문화적충족 #도전적인마음 #신선한느낌 #예술적인장소 #조용한몰입 #미래지향적 #감성적인분위기 #영감을주는장소
432,577,그라운드시소 서촌,서울 종로구 자하문로6길 18-8,3,a_a000704,서울특별시,종로구,통의동,,,#예술의향연 #영감충전 #창의력폭발 #감각의발견 #현대미술여행 #조용한흥분 #새로운경험 #서촌의매력 #미적감각 #문화탐방 #감각적인순간 #예술적영감 #힙한느낌 #독창적인공간 #마음의울림
